disease	gene	class	score
MESH:D019337	25	1	0.027712037786841393
MESH:D019337	27	1	0.039931442588567734
MESH:D019337	54	1	0.048919931054115295
MESH:D019337	113	1	0.0806792750954628
MESH:D019337	142	1	0.19482506811618805
MESH:D019337	207	1	0.2145417183637619
MESH:D019337	213	1	0.0936240553855896
MESH:D019337	238	1	0.30134207010269165
MESH:D019337	240	1	0.04303308576345444
MESH:D019337	249	1	0.11226153373718262
MESH:D019337	250	1	0.027463411912322044
MESH:D019337	251	1	0.07553037256002426
MESH:D019337	290	1	0.11478443443775177
MESH:D019337	302	1	0.11447843164205551
MESH:D019337	307	1	0.0727405771613121
MESH:D019337	308	1	0.05940411612391472
MESH:D019337	309	1	0.08049177378416061
MESH:D019337	329	1	0.10677093267440796
MESH:D019337	330	1	0.08357681334018707
MESH:D019337	331	1	0.20885537564754486
MESH:D019337	332	1	0.10980158299207687
MESH:D019337	355	1	0.14128470420837402
MESH:D019337	356	1	0.17865300178527832
MESH:D019337	366	1	0.055772505700588226
MESH:D019337	367	1	0.19299018383026123
MESH:D019337	406	1	0.08257417380809784
MESH:D019337	440	1	0.06764499098062515
MESH:D019337	472	1	0.24727579951286316
MESH:D019337	481	1	0.041680578142404556
MESH:D019337	495	1	0.10888811945915222
MESH:D019337	545	1	0.15617425739765167
MESH:D019337	572	1	0.04105481505393982
MESH:D019337	578	1	0.12965719401836395
MESH:D019337	581	1	0.11393368244171143
MESH:D019337	595	1	0.24918325245380402
MESH:D019337	596	1	0.2671308219432831
MESH:D019337	598	1	0.20502455532550812
MESH:D019337	602	1	0.11576025933027267
MESH:D019337	604	1	0.3289334774017334
MESH:D019337	613	1	0.18674005568027496
MESH:D019337	639	1	0.22218142449855804
MESH:D019337	643	1	0.18471291661262512
MESH:D019337	648	1	0.2651251554489136
MESH:D019337	654	1	0.1014564111828804
MESH:D019337	664	1	0.11096629500389099
MESH:D019337	673	1	0.32925936579704285
MESH:D019337	694	1	0.11287087947130203
MESH:D019337	695	1	0.34089207649230957
MESH:D019337	768	1	0.21744966506958008
MESH:D019337	811	1	0.34276461601257324
MESH:D019337	817	1	0.06692497432231903
MESH:D019337	822	1	0.050332147628068924
MESH:D019337	824	1	0.08877915143966675
MESH:D019337	836	1	0.10721488296985626
MESH:D019337	840	1	0.08409342169761658
MESH:D019337	841	1	0.1811993569135666
MESH:D019337	861	1	0.40905532240867615
MESH:D019337	862	1	0.0726836696267128
MESH:D019337	863	1	0.11719219386577606
MESH:D019337	864	1	0.20890522003173828
MESH:D019337	865	1	0.12016580253839493
MESH:D019337	867	1	0.263045996427536
MESH:D019337	871	1	0.12828141450881958
MESH:D019337	894	1	0.17337194085121155
MESH:D019337	896	1	0.1050882637500763
MESH:D019337	914	1	0.15528467297554016
MESH:D019337	920	1	0.2476205825805664
MESH:D019337	921	1	0.22999833524227142
MESH:D019337	924	1	0.21654853224754333
MESH:D019337	925	1	0.23253470659255981
MESH:D019337	928	1	0.1962464451789856
MESH:D019337	933	1	0.26065272092819214
MESH:D019337	939	1	0.19821956753730774
MESH:D019337	941	1	0.16348896920681
MESH:D019337	942	1	0.16028431057929993
MESH:D019337	943	1	0.3614862859249115
MESH:D019337	944	1	0.05622469261288643
MESH:D019337	945	1	0.2917642593383789
MESH:D019337	947	1	0.25905919075012207
MESH:D019337	951	1	0.16956885159015656
MESH:D019337	952	1	0.31609034538269043
MESH:D019337	958	1	0.22363321483135223
MESH:D019337	959	1	0.2603679299354553
MESH:D019337	960	1	0.22180874645709991
MESH:D019337	965	1	0.1703854352235794
MESH:D019337	968	1	0.15925714373588562
MESH:D019337	972	1	0.19578109681606293
MESH:D019337	973	1	0.1737704873085022
MESH:D019337	974	1	0.20219853520393372
MESH:D019337	978	1	0.22287213802337646
MESH:D019337	1017	1	0.1745724380016327
MESH:D019337	1019	1	0.2386508285999298
MESH:D019337	1021	1	0.2405247986316681
MESH:D019337	1026	1	0.2102551907300949
MESH:D019337	1027	1	0.2325802445411682
MESH:D019337	1029	1	0.27762436866760254
MESH:D019337	1030	1	0.1905207335948944
MESH:D019337	1043	1	0.2608051002025604
MESH:D019337	1046	1	0.12503677606582642
MESH:D019337	1050	1	0.22018560767173767
MESH:D019337	1052	1	0.12896129488945007
MESH:D019337	1053	1	0.17859114706516266
MESH:D019337	1215	1	0.16309313476085663
MESH:D019337	1236	1	0.2072092890739441
MESH:D019337	1269	1	0.1417403370141983
MESH:D019337	1378	1	0.31741684675216675
MESH:D019337	1380	1	0.18271584808826447
MESH:D019337	1381	1	0.1144324392080307
MESH:D019337	1385	1	0.12410745024681091
MESH:D019337	1387	1	0.17469069361686707
MESH:D019337	1399	1	0.24664123356342316
MESH:D019337	1401	1	0.17997974157333374
MESH:D019337	1407	1	0.11030952632427216
MESH:D019337	1408	1	0.09212298691272736
MESH:D019337	1432	1	0.1517864614725113
MESH:D019337	1435	1	0.25662001967430115
MESH:D019337	1436	1	0.2778875231742859
MESH:D019337	1437	1	0.20018941164016724
MESH:D019337	1440	1	0.3814524710178375
MESH:D019337	1471	1	0.16088253259658813
MESH:D019337	1495	1	0.13772596418857574
MESH:D019337	1512	1	0.10125342756509781
MESH:D019337	1522	1	0.13759689033031464
MESH:D019337	1612	1	0.23869340121746063
MESH:D019337	1633	1	0.23071254789829254
MESH:D019337	1728	1	0.19524742662906647
MESH:D019337	1788	1	0.3510020077228546
MESH:D019337	1789	1	0.23101836442947388
MESH:D019337	1791	1	0.21539169549942017
MESH:D019337	1847	1	0.17847217619419098
MESH:D019337	1879	1	0.2115982323884964
MESH:D019337	1902	1	0.11268788576126099
MESH:D019337	1978	1	0.11480625718832016
MESH:D019337	2026	1	0.13529939949512482
MESH:D019337	2033	1	0.11441636085510254
MESH:D019337	2052	1	0.11240692436695099
MESH:D019337	2056	1	0.1987854391336441
MESH:D019337	2078	1	0.1587992012500763
MESH:D019337	2099	1	0.1821998655796051
MESH:D019337	2120	1	0.2477950155735016
MESH:D019337	2122	1	0.3828246593475342
MESH:D019337	2125	1	0.00741024361923337
MESH:D019337	2146	1	0.33865630626678467
MESH:D019337	2152	1	0.1987420916557312
MESH:D019337	2246	1	0.12343823164701462
MESH:D019337	2247	1	0.1282656192779541
MESH:D019337	2261	1	0.30287566781044006
MESH:D019337	2268	1	0.2316722720861435
MESH:D019337	2274	1	0.2040713131427765
MESH:D019337	2305	1	0.25335046648979187
MESH:D019337	2308	1	0.1502332091331482
MESH:D019337	2322	1	0.46983030438423157
MESH:D019337	2335	1	0.1145259365439415
MESH:D019337	2353	1	0.039556361734867096
MESH:D019337	2475	1	0.24616777896881104
MESH:D019337	2524	1	0.2152748554944992
MESH:D019337	2526	1	0.2617620527744293
MESH:D019337	2623	1	0.30074986815452576
MESH:D019337	2624	1	0.35888004302978516
MESH:D019337	2625	1	0.26522988080978394
MESH:D019337	2629	1	0.23118945956230164
MESH:D019337	2650	1	0.14020657539367676
MESH:D019337	2651	1	0.1607520878314972
MESH:D019337	2672	1	0.27781370282173157
MESH:D019337	2706	1	0.20181216299533844
MESH:D019337	2707	1	0.1294039636850357
MESH:D019337	2838	1	0.02532172203063965
MESH:D019337	2885	1	0.17561140656471252
MESH:D019337	2908	1	0.11431374400854111
MESH:D019337	2944	1	0.1579361855983734
MESH:D019337	2950	1	0.2285975068807602
MESH:D019337	2952	1	0.18903817236423492
MESH:D019337	2969	1	0.1711771935224533
MESH:D019337	2993	1	0.08134775608778
MESH:D019337	3002	1	0.21171005070209503
MESH:D019337	3005	1	0.07668191939592361
MESH:D019337	3006	1	0.09581537544727325
MESH:D019337	3020	1	0.2628817558288574
MESH:D019337	3021	1	0.1936953365802765
MESH:D019337	3050	1	0.1373746395111084
MESH:D019337	3066	1	0.14201639592647552
MESH:D019337	3067	1	0.14476706087589264
MESH:D019337	3082	1	0.18673965334892273
MESH:D019337	3105	1	0.18142147362232208
MESH:D019337	3106	1	0.24280370771884918
MESH:D019337	3110	1	0.17263108491897583
MESH:D019337	3117	1	0.18847845494747162
MESH:D019337	3161	1	0.2483934611082077
MESH:D019337	3195	1	0.2362009584903717
MESH:D019337	3205	1	0.3086702525615692
MESH:D019337	3240	1	0.1493789106607437
MESH:D019337	3265	1	0.2556469440460205
MESH:D019337	3280	1	0.16560156643390656
MESH:D019337	3308	1	0.13387492299079895
MESH:D019337	3309	1	0.1339772343635559
MESH:D019337	3315	1	0.15663780272006989
MESH:D019337	3320	1	0.20486634969711304
MESH:D019337	3383	1	0.15126030147075653
MESH:D019337	3394	1	0.31549105048179626
MESH:D019337	3398	1	0.2525525689125061
MESH:D019337	3399	1	0.251211553812027
MESH:D019337	3417	1	0.2986285984516144
MESH:D019337	3418	1	0.330170214176178
MESH:D019337	3439	1	0.2516385316848755
MESH:D019337	3440	1	0.22908510267734528
MESH:D019337	3458	1	0.24684183299541473
MESH:D019337	3553	1	0.10785659402608871
MESH:D019337	3558	1	0.2851160764694214
MESH:D019337	3559	1	0.30947113037109375
MESH:D019337	3562	1	0.2638375759124756
MESH:D019337	3563	1	0.3418361246585846
MESH:D019337	3565	1	0.1658228635787964
MESH:D019337	3569	1	0.1839313805103302
