tok	original_global_distance	global_distance_qst	local_distance_qst	ratio_metric	year_1	year_2
poly(adp	0.2490387189388275	0.5581969966866431	0.7389272176393039	1.2634522456850108	2008	2009
partners	0.1848847663402557	0.5602382372131289	0.7216375909629817	1.27395850349237	2008	2009
permeation	0.3041261738538742	0.6049417887490941	0.8410345876368827	1.5312725353400858	2008	2009
137	0.3568381774425506	0.5870296331389113	0.7333015744779268	1.4214812496131748	2008	2009
sixty	0.182603126168251	0.5659034480406433	0.7106327754066768	1.3036349758742787	2008	2009
-0.4	0.3087772899866104	0.5486924436971583	0.661913817077392	1.2157838618792556	2008	2009
vigorously	0.6941008225083352	0.603785382571009	0.8659181092753118	1.5238846726275017	2008	2009
pdgf	0.3399724447727203	0.620394823092467	0.8567219278004377	1.6343160231547293	2008	2009
vesicular	0.2458500134944915	0.5854010294722327	0.7224343921005585	1.4119693271959681	2008	2009
normalised	0.7887708290666342	0.6251483695424731	0.8903008330865818	1.6677221565755105	2008	2009
transgenesis	0.4382100585103035	0.6002822231076831	0.8180791845707907	1.5017651398311407	2008	2009
efficacies	0.4806221124529838	0.5802612152390842	0.804274464390348	1.382434114516252	2008	2009
argue	0.0967462056875228	0.5680083919640774	0.6246029374457809	1.3148597829169963	2008	2009
compatible	0.2181827187538147	0.6085910556276142	0.7418908214591813	1.5548726322631032	2008	2009
polarized	0.2975561392307281	0.6321798416022608	0.8756490515100813	1.7187199428005748	2008	2009
recover	0.237223749756813	0.6094938671516847	0.7950674273958501	1.5607792448894293	2008	2009
waterborne	0.6220434758067132	0.6318680133363237	0.9499937236028364	1.7164170358105701	2008	2009
0.81	0.2345616954565048	0.5965907135583577	0.8085880038851702	1.4788720379263292	2008	2009
precipitated	0.3940654170513153	0.5828763649893428	0.8452797870785589	1.3973707459047502	2008	2009
declined	0.1618465465307235	0.62843278400511	0.8703626199530021	1.6913030992856828	2008	2009
represent	0.1137979274988174	0.5460590459181961	0.745235665668061	1.2029296784263965	2008	2009
adaptations	0.2703142917156219	0.6089386215313556	0.6821253527635965	1.5571433413237985	2008	2009
rescues	0.2118951004743576	0.5669206319873042	0.7284945387779251	1.3090455788479975	2008	2009
protocols	0.2014667582511901	0.6070862281816553	0.7286294472669134	1.5450876801089286	2008	2009
2.1	0.3110435634851455	0.6124842445909083	0.8412579635050965	1.580540238794478	2008	2009
nearly	0.2403476256132125	0.5324554615895974	0.6964316171976825	1.1388336679108357	2008	2009
sarcoplasmic	0.3236686772108078	0.5002209709921415	0.6860257645084191	1.0008842747667108	2008	2009
intratumoral	0.2808716636896133	0.6083582398632139	0.8465244196164258	1.5533538600447936	2008	2009
unresectable	0.2838499724864959	0.5850193869017631	0.7751089340704712	1.4097511267671523	2008	2009
port	0.3891993457078934	0.6022753118236249	0.7777025994705522	1.514302052973236	2008	2009
underneath	0.5936122474074363	0.6118841592460704	0.8255010571766438	1.5765503362538935	2008	2009
0.01	0.3478113734722137	0.5477382029311394	0.6712439317815824	1.2111087128761875	2008	2009
opposite	0.1909413105249404	0.5847432567631472	0.830580074036431	1.4081487327699416	2008	2009
rms	0.4672423765063286	0.6128459867058562	0.8087934947875014	1.5829513983114545	2008	2009
registration	0.3421322268247604	0.6405350620404962	0.9510057800342119	1.7819124882568003	2008	2009
atrial	0.2517850363254547	0.6095726153429151	0.8504444679381784	1.5612957474238311	2008	2009
supplemental	0.411278492808342	0.5728845136802075	0.8730828409634616	1.3412871507339215	2008	2009
achieves	0.2727074301242828	0.6095340998466009	0.8666547581505688	1.5610431016053854	2008	2009
encompassed	0.8009202314913273	0.6208370035122621	0.9207670080024268	1.6373881662060867	2008	2009
labour	0.3083090579509735	0.6247371193530552	0.8225529508188939	1.664798602718239	2008	2009
treated	0.1165464979410171	0.5106153466143979	0.6108183796702278	1.0433824254232744	2008	2009
synonymous	0.188985224366188	0.5484408827784404	0.7556999434393104	1.2145494617692445	2008	2009
neurochemical	0.2751288604736328	0.6046654314920799	0.8117743624954229	1.5295030580660336	2008	2009
looks	0.3379212969541549	0.5821406914202739	0.7221912663988199	1.393149989643472	2008	2009
uses	0.1258196860551833	0.5665290464934792	0.675146824687174	1.3069596518765512	2008	2009
overlying	0.272807844877243	0.6050439143724061	0.7570693628387877	1.5319270581968067	2008	2009
was	0.0501842629909514	0.4693962824422885	0.5710915053270972	0.8846456722973002	2008	2009
ryr1	0.5026000478863716	0.6221920046463223	0.8223231753548479	1.6468471083145533	2008	2009
adoptively	0.3727497178316116	0.5562635979092364	0.7278767768641558	1.2535901839206247	2008	2009
progestin	0.3991928428411483	0.5997199486846302	0.8245078324458425	1.498250903870618	2008	2009
clue	0.5465097764134407	0.5984213655697677	0.869730846505093	1.490172320593748	2008	2009
legs	0.3091414904594421	0.6104090178784375	0.7787112368689613	1.5667945252592468	2008	2009
appearance	0.2190849596261978	0.5892364802406962	0.6676313440975856	1.434490776069824	2008	2009
executed	0.5003728419542313	0.6109704931746622	0.8677746708582527	1.5704991072797185	2008	2009
postulated	0.2331708574295043	0.6140928699432646	0.8622431656214966	1.5912970300729656	2008	2009
ascending	0.3784058654308319	0.6251555895244835	0.8612080530520231	1.6677735403108436	2008	2009
burn	0.3459844064712524	0.6295538888974614	0.9030540148060393	1.6994479629540569	2008	2009
founder	0.2762815755605697	0.570501598819152	0.6291543622665451	1.3282973749160292	2008	2009
ihc	0.2023458659648895	0.5816349373013293	0.7730126022838311	1.3902569529814075	2008	2009
atrophy	0.1996823823451995	0.5875423479380902	0.8223333890002485	1.4244913265662973	2008	2009
micrograms	0.6318653082847595	0.6096327136755958	0.937687905026005	1.561690067361272	2008	2009
subset	0.1455360180139541	0.5443437967740355	0.6230087956300069	1.1946370814666378	2008	2009
allocation	0.3051196819543838	0.581041363355229	0.7950474994070554	1.3868704748719285	2008	2009
proceeded	0.5085695338249206	0.612894307353342	0.8057157007089174	1.5832738164167974	2008	2009
gastrocnemius	0.3450327253341674	0.5645754109915508	0.738805925897199	1.2966089312438798	2008	2009
hl-60	0.2510161828994751	0.5837993057816293	0.7291406922579008	1.402687006272324	2008	2009
injecting	0.2345432114601135	0.5787783288225749	0.7716126858254481	1.3740468936575303	2008	2009
prove	0.1336462819576263	0.5565623746810494	0.6873143094678967	1.255108594541863	2008	2009
homozygosity	0.3855369937419891	0.6439664957154575	0.9067183834754543	1.8087244261169266	2008	2009
50.0	0.3141451996564865	0.5890552968303292	0.7675390030122486	1.433417421582193	2008	2009
spots	0.2527696311473846	0.5818359090389332	0.8564065839621143	1.3914057223366534	2008	2009
pre	0.2368411606550216	0.5212113581970906	0.6551135218756055	1.0886042664555193	2008	2009
scavenging	0.2315229207277298	0.5942163247017965	0.7720137263244629	1.4643672500258105	2008	2009
disciplinary	0.3064560884237289	0.5528466666896241	0.651965467014587	1.2363693290549287	2008	2009
70	0.2186483150720596	0.5878774200082233	0.7487448196906024	1.4264625345690924	2008	2009
treat	0.1279742336273193	0.5259246370870142	0.6276083069680796	1.1093692653746805	2008	2009
justification	0.5131381615996361	0.6197530558892274	0.818098925762657	1.6298699187144088	2008	2009
but	0.0794151806831359	0.46006066539489365	0.631605506454029	0.8520599184191066	2008	2009
neutropenia	0.1858708864450454	0.5323964283275192	0.6553653502156034	1.1385636478850951	2008	2009
generally	0.2412809085845947	0.5616505120161306	0.7535063861661778	1.2812847451912583	2008	2009
reconstruction	0.2151936745643615	0.6042352087927374	0.7944548281744641	1.5267533196915906	2008	2009
valence	0.3391726845502853	0.6147805790578654	0.8161225547368555	1.5959231171530524	2008	2009
encouraged	0.2256980401277542	0.5646437827485578	0.7804876190843713	1.2969696087340932	2008	2009
remission	0.1967098736763	0.5957852674079386	0.7483093018038722	1.4739325892141903	2008	2009
concepts	0.2108449113368988	0.6233309577034235	0.8062841867882021	1.6548505125426096	2008	2009
fracture	0.1939633566141128	0.6074972152547857	0.8220641931559274	1.5477526246065518	2008	2009
egf	0.2706998282670975	0.5524458974081974	0.7718073325968579	1.2343667373597123	2008	2009
expense	0.1609450960159301	0.5623533450026081	0.610040566798116	1.2849483449289916	2008	2009
investigations	0.1602041310071945	0.5782343284646196	0.7511383586867353	1.3709848086015075	2008	2009
incorporates	0.2180376332998276	0.6161704074053391	0.706012369868896	1.6053228289149637	2008	2009
9.6	0.4100816231966018	0.6037837076706718	0.8445123534432195	1.5238740035677711	2008	2009
uncovering	0.4204543358087539	0.5461680224085811	0.6359112883749573	1.2034586573365957	2008	2009
11.9	0.3761215788125991	0.6110335926095867	0.824873428750757	1.570916102264533	2008	2009
attached	0.1421000999212265	0.5526621478326955	0.739679891965372	1.2354468667364191	2008	2009
hindlimb	0.3351336026191711	0.6007549577292788	0.8530830696215081	1.5047274082915654	2008	2009
collecting	0.3230158287286758	0.6125343199183209	0.8497674928734785	1.580873742905943	2008	2009
heritability	0.2541900372505188	0.6225962397129633	0.8355104803602074	1.6496821315173016	2008	2009
optimisation	0.7223715862631798	0.637847665024841	0.8656199171776975	1.761268956249013	2008	2009
guinea_pig	0.3528664243221283	0.636931487021141	0.9062118683646728	1.7543010871290527	2008	2009
hypothalamic	0.1978683829307556	0.5966120080477685	0.8308858979063917	1.4790028953524685	2008	2009
survivals	0.4179488214850426	0.5914116833600903	0.7986227115223222	1.4474512835405022	2008	2009
encephalopathy	0.2429982894659042	0.6091411829565627	0.8753256425735698	1.5584685732927117	2008	2009
newborns	0.2378722107410431	0.61232521457959	0.8248410796765483	1.5794816624856323	2008	2009
histologically	0.1541768181324004	0.5537702379436287	0.745286271318195	1.2409979903439792	2008	2009
succumbed	0.3163845366239547	0.5278683963502931	0.6101516454764684	1.118053509381125	2008	2009
pluripotent	0.2567570912837982	0.5899292626731728	0.7941811800531532	1.4386036577952601	2008	2009
particular	0.1972540718317031	0.5060212208488208	0.6287528010634978	1.0243784595733743	2008	2009
makers	0.304106587767601	0.5144836285240593	0.5970027785542275	1.059662781215924	2008	2009
generalized	0.3095933216810226	0.5992945108521308	0.7652204668094017	1.4955984559297555	2008	2009
conflicts	0.3288264542818069	0.6242927941587234	0.8449927073079484	1.6616471136368505	2008	2009
intestine	0.1499074226617812	0.5221997162487597	0.7430275254147304	1.0929246674969229	2008	2009
anaemia	0.2692137020826339	0.6062322894772658	0.8453721342533602	1.5395683121718657	2008	2009
currents	0.1553094589710235	0.5916852800636813	0.7219485858171861	1.4490912307936417	2008	2009
dsm	0.1951646393537521	0.5202451212445454	0.714338872797707	1.0843977711995918	2008	2009
histocompatibility	0.2089591175317764	0.4960993203291552	0.6512393551607161	0.9845180614823034	2008	2009
costs	0.1523690319061279	0.5438337308323848	0.6772005315025676	1.1921831305605737	2008	2009
variation	0.1457244235277175	0.4997130007855637	0.649245254601724	0.9988526617126291	2008	2009
searched	0.1073252457380294	0.5291019564886696	0.6942999185426895	1.1236019426696529	2008	2009
depolarized	0.3330050659179687	0.5894810277398304	0.7266734445438564	1.4359410102153387	2008	2009
3p	0.3557599556446075	0.5768327529278959	0.7845616401198634	1.3631318513401125	2008	2009
did	0.0651541018486022	0.47775650988058577	0.5973582073886675	0.9148156346981822	2008	2009
b.	0.3428362989425659	0.6008099256420734	0.8396889300026847	1.5050723057391646	2008	2009
copies	0.1594323772192001	0.5795528548808515	0.676542817832141	1.3784202404718784	2008	2009
prostaglandin	0.2596219772100449	0.5712830304016225	0.734739770961926	1.3325412122986433	2008	2009
bone_loss	0.2225211089849472	0.5720072848888895	0.828207795714009	1.3364883669582823	2008	2009
nhs	0.3758728921413422	0.6146067609231232	0.865382579811274	1.5947523168680284	2008	2009
elastic	0.2372415256500244	0.6084857314201922	0.8610140540207951	1.554185326699418	2008	2009
b16	0.4900631287693977	0.6462411762609994	0.950432276853338	1.826784613965669	2008	2009
waf1	0.2559004545211792	0.5533994710464806	0.7462773841300184	1.2391375181377724	2008	2009
tlr	0.2040013194084167	0.5479520464752738	0.6625848949548933	1.212154688905813	2008	2009
rho	0.2945601689815521	0.6065263998778146	0.7739604931640526	1.5414665677429695	2008	2009
perforated	0.3307113987207413	0.5892932813991697	0.7866586629787857	1.4348274686295286	2008	2009
mechanisms	0.1051872557401656	0.4685999647798208	0.5696284912814996	0.881821478588465	2008	2009
cytogenetic	0.2624721759557724	0.611307743512216	0.7948980739890908	1.5727294107579635	2008	2009
0	0.24249232172966	0.5490403572766257	0.698261208367714	1.217493330358645	2008	2009
il-1	0.2944827330112457	0.6234801352152797	0.8413972746341278	1.6559023667230992	2008	2009
dissatisfaction	0.3768500250577926	0.6425549631723597	0.8364501997817456	1.7976329140700842	2008	2009
wastewater	0.2396614605188369	0.5898942419894279	0.7826238059487055	1.4383954150046854	2008	2009
gc	0.4003347182273865	0.612295731055951	0.8741368353273838	1.5792855021266572	2008	2009
localize	0.1599520021677017	0.5542248611271944	0.745328903450622	1.2432834691692687	2008	2009
rates	0.1185126131772994	0.49121715571397345	0.6569272462576655	0.96547507690299	2008	2009
calf	0.4812160003185272	0.6324738768460941	0.9030223097677879	1.7208950248721182	2008	2009
trypanosome	0.433724670112133	0.5566225501039161	0.7855348739389674	1.2554146590774387	2008	2009
preferentially	0.2651436311006546	0.59193087216221	0.8347530527441792	1.4505651905073935	2008	2009
retrieval	0.3008350282907486	0.6481642823853072	0.8747647320126513	1.8422355944405109	2008	2009
redox	0.2012702178955078	0.57803655830529	0.8106385297075477	1.369873551091895	2008	2009
session	0.1679368948936462	0.6092286522605862	0.7918859011428833	1.5590412546491281	2008	2009
nicotine	0.2854533219337463	0.6084006930580006	0.8554947041746714	1.5536306685754988	2008	2009
angle	0.1682023119926452	0.5238336569129773	0.6469602994658713	1.1001064323801715	2008	2009
