tok	original_global_distance	global_distance_qst	local_distance_qst	ratio_metric	year_1	year_2
poly(adp	0.2147269856929779	0.5016163080822011	0.6332132888497228	1.0064861997228742	2018	2019
partners	0.1227863138914107	0.4403640927780144	0.4885489696803223	0.786876051188294	2018	2019
permeation	0.1675171518325805	0.5155784669118284	0.6502634312663288	1.064317813506415	2018	2019
137	0.2483435064554214	0.530810682164326	0.5528205478008423	1.1313358211412519	2018	2019
sixty	0.1331513744592666	0.45785518581248363	0.44471584175892087	0.8445256208871921	2018	2019
-0.4	0.2868517798185348	0.5176535377868272	0.5360360885810633	1.073198578904577	2018	2019
vigorously	0.6886443354189395	0.5716178158205573	0.8309099770203335	1.334364119076239	2018	2019
pdgf	0.2732471084594726	0.5120465598879328	0.5913474801316136	1.0493758580128716	2018	2019
vesicular	0.2638793188333511	0.5487489865418601	0.5845648308658086	1.2160615049627241	2018	2019
normalised	0.4548810547590255	0.527259117258021	0.6863549215553479	1.1153237143354873	2018	2019
transgenesis	0.3772988164424896	0.5642916682458671	0.6856361427421124	1.2951133295387443	2018	2019
efficacies	0.1899780470132827	0.5359526587211795	0.711422201180252	1.154952546962563	2018	2019
argue	0.0616334408521651	0.4990207662932029	0.5258450053521521	0.9960907213676238	2018	2019
compatible	0.1283369016647338	0.5090246214846903	0.5980718975398933	1.0367620124332118	2018	2019
polarized	0.2539653313159942	0.5203708314453432	0.634382416964129	1.0849440892293096	2018	2019
recover	0.1303666794300079	0.5260868197026365	0.5996205796363409	1.1100911339341437	2018	2019
waterborne	0.2949550008773803	0.542419811189282	0.6960405145474986	1.185409299731852	2018	2019
0.81	0.2309225368499755	0.4846783704293348	0.42618333345185616	0.9405356628114746	2018	2019
precipitated	0.2337628895044327	0.5338417413420409	0.7938244497827494	1.1451942155416024	2018	2019
declined	0.071848794221878	0.4721041818911117	0.5136859253292689	0.8943131688035676	2018	2019
represent	0.0428355032205581	0.4445139249688731	0.5136510433779076	0.8002251450569026	2018	2019
adaptations	0.1356858658790588	0.5394181341622987	0.5354309261818905	1.171166678873062	2018	2019
rescues	0.1447158795595168	0.5391216242034192	0.6236337929040905	1.1697698406257466	2018	2019
protocols	0.1005990242958068	0.4688673413909253	0.4490556732314477	0.8827688032191254	2018	2019
2.1	0.2646808487176895	0.486427923079528	0.40680373276960546	0.9471463596624875	2018	2019
nearly	0.1450022077560424	0.45187798972281046	0.48544544500224174	0.8244113194693499	2018	2019
sarcoplasmic	0.3833510363101959	0.45694394783241016	0.504555444814008	0.8414305411173191	2018	2019
intratumoral	0.1887392145395278	0.5317957458916028	0.7127598433615725	1.135819978620876	2018	2019
