tok	original_global_distance	global_distance_qst	local_distance_qst	ratio_metric	year_1	year_2
poly(adp	0.2347305142879486	0.5421876450762523	0.7599865466135264	1.1843010334803175	2011	2012
partners	0.1656579202413558	0.5020322327610142	0.6228163921125964	1.0081621056410217	2011	2012
permeation	0.2160145545005798	0.5523111390829696	0.7101112831577605	1.2336941731175406	2011	2012
137	0.3961730831861496	0.5708656151592622	0.6420773811134798	1.3302723699736256	2011	2012
sixty	0.1564401054382324	0.5075200550784339	0.5124038892629195	1.0305395383344251	2011	2012
-0.4	0.3278281712532043	0.5375279353094364	0.61425470121588	1.1622927660919193	2011	2012
vigorously	0.8430248866975307	0.5964786226170806	0.8422741583044167	1.478183452102602	2011	2012
pdgf	0.2725723940134048	0.5447191297412872	0.729193837369948	1.1964463374702108	2011	2012
vesicular	0.2535929769277573	0.5432028548800174	0.6377447897791146	1.1891555380394059	2011	2012
normalised	0.697400434911251	0.5840423302560884	0.8470856236299045	1.4040907831214164	2011	2012
transgenesis	0.2357232403755188	0.5251539413520633	0.6104861596876058	1.1059456676283081	2011	2012
efficacies	0.3282802516222	0.5684241495820095	0.7214805232064936	1.3170897978454505	2011	2012
argue	0.0892407262325286	0.536045853785036	0.6944281265291783	1.1553854150420064	2011	2012
compatible	0.1830352997779846	0.549848610474031	0.6689589222286008	1.221474871049599	2011	2012
polarized	0.2728916144371032	0.5644817125179493	0.7446905832195176	1.2961148331600514	2011	2012
recover	0.1708319681882858	0.5524936455114081	0.7404077388554325	1.2346051401723563	2011	2012
waterborne	0.4281798982620239	0.5490005161822553	0.7355469504984011	1.2172974379813573	2011	2012
0.81	0.2216257894039154	0.5281813874004863	0.5946447826700314	1.1194585658468164	2011	2012
precipitated	0.3795144098997116	0.5618035398766515	0.6919746717808385	1.2820814200975263	2011	2012
declined	0.1095177108049392	0.510717515827737	0.5609515896605227	1.0438091130356655	2011	2012
represent	0.0782578074932098	0.46542220810872903	0.583935858666502	0.8706351351823317	2011	2012
adaptations	0.1840532726049423	0.5454932395909052	0.6500870923001062	1.2001872955639097	2011	2012
rescues	0.1519721180200576	0.5266524547904482	0.5947357768470987	1.1126126249525563	2011	2012
protocols	0.1527949821949004	0.5368143090190145	0.5880491723288959	1.1589613398507415	2011	2012
2.1	0.2830155545473098	0.5035189959176686	0.459563196410047	1.0141757525010364	2011	2012
nearly	0.2217899197340011	0.457359450026369	0.5162365805937013	0.8428405323719246	2011	2012
sarcoplasmic	0.2965697342157364	0.4403382791363076	0.527547170724576	0.7867936339415171	2011	2012
intratumoral	0.2102457338571548	0.5480110551029413	0.7309625447833169	1.212443492899482	2011	2012
unresectable	0.1561980003118515	0.510547062788061	0.5471637950742912	1.043097352109643	2011	2012
port	0.2423539578914642	0.5430491060456765	0.7628318276940089	1.188418959740473	2011	2012
underneath	0.4720934051275253	0.5509739938642864	0.7349269977868785	1.2270425016268653	2011	2012
0.01	0.2951429694890976	0.44877739095982516	0.4626879357275415	0.8141490998369352	2011	2012
opposite	0.1691345053911209	0.51426509013365	0.6275520802092529	1.058736112409853	2011	2012
rms	0.4412867951393127	0.5838587871037536	0.8017127642792824	1.403030435366475	2011	2012
registration	0.2030279064178466	0.5175007969794431	0.6115257673326202	1.0725422834685905	2011	2012
atrial	0.2117110472917557	0.5252219590747673	0.5672223410238068	1.1062473699314967	2011	2012
supplemental	0.3658335834741592	0.5601447710477282	0.7500484768802238	1.2734753031855144	2011	2012
achieves	0.1977012556791305	0.5735084859548953	0.5676346869127014	1.3447125372211801	2011	2012
encompassed	0.5699292153120041	0.5958512545937535	0.7710606740997245	1.4743365193298066	2011	2012
labour	0.2253460878133774	0.5122469734705334	0.5862321984207124	1.0502179291748321	2011	2012
treated	0.0785201746225356	0.42936505729231417	0.4723291265433229	0.7524338682362486	2011	2012
synonymous	0.1560261905193328	0.49457055144295353	0.6056299631528624	0.9785155037066121	2011	2012
neurochemical	0.2110082852840423	0.55535792776036	0.64416659407452	1.2489999539698298	2011	2012
looks	0.2459312564134597	0.5681425066353027	0.6554668988525132	1.315578669733802	2011	2012
uses	0.1197780603170394	0.511627356799625	0.5477042487369628	1.0476167408699606	2011	2012
overlying	0.2841451698541641	0.5428271918902784	0.6462332650317194	1.1873566893331058	2011	2012
was	0.0265903902053832	0.41762562769113526	0.45213370582653545	0.7171085259734709	2011	2012
ryr1	0.4427810314297676	0.5520777762332285	0.7331611507059369	1.2325304415364078	2011	2012
adoptively	0.281665141582489	0.5023674058938977	0.5858324090447681	1.0095146737650909	2011	2012
progestin	0.3221137553453445	0.5606239454801604	0.7251409941139303	1.275954708302944	2011	2012
clue	0.3029794532060623	0.5401418723004857	0.6258177168987161	1.174583724338197	2011	2012
legs	0.2209486162662506	0.5659367132630841	0.6978845124783545	1.303811519093289	2011	2012
appearance	0.1753103172779083	0.5259825875664579	0.6191821071475061	1.1096271440032837	2011	2012
executed	0.3088996011018753	0.5542925099562045	0.6260138177170613	1.2436239514434435	2011	2012
postulated	0.146062262058258	0.549206138998334	0.6014451350660265	1.2183088247430776	2011	2012
ascending	0.3449026107788085	0.5551592480892942	0.7587290308506706	1.2479954808653249	2011	2012
burn	0.2499993926286697	0.5163738881640187	0.6549567268066666	1.0677130029305442	2011	2012
founder	0.2177277809381484	0.552366686656011	0.6444476377246694	1.2339713559958803	2011	2012
