tok	original_global_distance	global_distance_qst	local_distance_qst	ratio_metric	year_1	year_2
poly(adp	0.22465391933918	0.5238416713492106	0.7227557427141458	1.1001417802215776	2019	2020
partners	0.1647822898626327	0.505382059933089	0.6354143988841525	1.0217624938244698	2019	2020
permeation	0.1771379506587982	0.5172690914123046	0.607287663652054	1.0715474857942204	2019	2020
137	0.2952823001146316	0.5689213815094113	0.6478954372985293	1.3197624681583038	2019	2020
sixty	0.1408192026615142	0.4850026613301961	0.5073915438020214	0.9417576071032103	2019	2020
-0.4	0.2846631389856338	0.520818352209585	0.5596400146090901	1.0868912751795976	2019	2020
vigorously	0.7140523812174797	0.5863529615690691	0.8463510123040752	1.417520028170046	2019	2020
pdgf	0.2894317710399627	0.5106162288628772	0.6326781098783293	1.04338610918057	2019	2020
vesicular	0.2844660711288452	0.5435050156174386	0.6396233236813319	1.1906045722551888	2019	2020
normalised	0.585164744257927	0.5574023521737113	0.757721350705476	1.259388419507555	2019	2020
transgenesis	0.4279370677471161	0.5411199250341941	0.6868441235600737	1.1792186119096946	2019	2020
efficacies	0.2302347254753113	0.5746660681071665	0.7996738898546912	1.351093870055866	2019	2020
argue	0.0751822084188461	0.5465295596478631	0.5430885188717093	1.2052154032872848	2019	2020
compatible	0.1469530272483825	0.5374523151267503	0.7001984346161917	1.1619392609737662	2019	2020
polarized	0.2632499247789382	0.527745364380436	0.5921105157775184	1.117501713218912	2019	2020
recover	0.1543258768320083	0.5549178832520342	0.5969398527576	1.2467764090514208	2019	2020
waterborne	0.3166832375526428	0.5193539666739299	0.6799469348455031	1.080533138035075	2019	2020
0.81	0.256336652636528	0.5147651852822577	0.4921894073327601	1.060857897390757	2019	2020
precipitated	0.2456422239542007	0.5387218568470128	0.6852462834530623	1.167889406518749	2019	2020
declined	0.0886936753988265	0.5253882966350002	0.6018687284706288	1.1069855482070798	2019	2020
represent	0.0493952196836471	0.472724274300161	0.6054796088698273	0.8965409391314699	2019	2020
adaptations	0.1392873698472976	0.5383842832215674	0.6058361934507474	1.1663040569305014	2019	2020
rescues	0.1545867580175399	0.5373462015246353	0.6039339898581737	1.16144340173022	2019	2020
protocols	0.1041924947500228	0.4782309709390543	0.5616893885111331	0.9165568370352509	2019	2020
2.1	0.2591005313396454	0.49757135345489484	0.48015947872711445	0.9903323723207046	2019	2020
nearly	0.1458168143033981	0.46306242800299796	0.5305935083357274	0.8624139046197783	2019	2020
sarcoplasmic	0.3331716299057007	0.4665005016227396	0.47877137803553077	0.8744160079656854	2019	2020
intratumoral	0.2321472436189651	0.5676555242805208	0.725696563359001	1.3129704579568546	2019	2020
unresectable	0.162121039032936	0.5175840457004066	0.6231058660042311	1.0728999343561778	2019	2020
port	0.2958101618289948	0.5921619871094089	0.7728096474604154	1.4519538846131679	2019	2020
underneath	0.3642451256513596	0.5575666537208388	0.7141669103144348	1.260227463435887	2019	2020
0.01	0.1911102002859115	0.4059455292409996	0.38801264377826267	0.6833473178349095	2019	2020
opposite	0.1065579104423522	0.4621090916249595	0.5294255732157109	0.859113036546729	2019	2020
rms	0.3665414297580719	0.5625372776000271	0.698444616337474	1.2859090587510642	2019	2020
registration	0.1790621811151504	0.49436720561746766	0.5928784928785601	0.9777198217951392	2019	2020
atrial	0.2517741119861603	0.4663660389387523	0.5697004258177848	0.8739437010554605	2019	2020
supplemental	0.268906010389328	0.5567665630923168	0.8163869365323914	1.2561474760945897	2019	2020
achieves	0.1079680174589156	0.5200732270260752	0.5288492237036183	1.0836512074610425	2019	2020
