tok	original_global_distance	global_distance_qst	local_distance_qst	ratio_metric	year_1	year_2
resistive	0.9046176146389916	0.6532359392643876	0.8894512374145283	1.8838051956094788	2003	2004
peplomers	0.6912164676189423	0.5944346146283905	0.8293557379334116	1.4656936614147307	2003	2004
cohorte	0.1824218833446502	0.5373172552438593	0.7913364851807494	1.1613081778683039	2003	2004
etant	0.0794037443399428	0.4599214217805402	0.6102612418224297	0.851582418426624	2003	2004
seroconverted	0.5567693865299225	0.6020444025839701	0.8187100937651026	1.5128431576113301	2003	2004
provocative	0.4780514124035835	0.5761575627743567	0.7945020614749734	1.3593673312793468	2003	2004
crypts	0.703014665544033	0.7668899617806593	0.9790875870001199	3.2898195531977388	2003	2004
localisation	0.396372486948967	0.664481697822942	0.8757914370270498	1.9804633413776795	2003	2004
medaka	0.8370586453704163	0.668249922063061	0.921514281851442	2.0143173024064396	2003	2004
rectifying	0.199649246931076	0.6445361829802395	0.8777435122728388	1.8132258534330914	2003	2004
hampering	1.0132276819320396	0.7033376972794494	0.9439593766516019	2.370836101619484	2003	2004
p._vivax	0.5025803318619728	0.6627203298593037	0.9488722280495419	1.9648985353396777	2003	2004
stents	0.4677689483761787	0.6443965386017959	0.8718944598074366	1.8121211083493978	2003	2004
d1	0.9504720708995592	0.7031195548373294	0.9506489020452773	2.3683592715312276	2003	2004
vials	0.676459611132741	0.639277449068802	0.8608625504743648	1.7722137066798846	2003	2004
106	0.2472980338335037	0.6011196864478945	0.8017270503681269	1.507017684314396	2003	2004
baroreflex	0.7855831454010331	0.6599824403033456	0.9409747721393698	1.9410245779428188	2003	2004
+4	1.4343954978883269	0.8054794919069403	0.9913255203757532	4.140846123646741	2003	2004
decayed	1.2918558264523743	0.7979470627287346	0.9810333883396863	3.9491980344609083	2003	2004
caucasians	0.3853723558783531	0.6177248144585554	0.7897503200091871	1.6159165905148307	2003	2004
toxicity	0.2399254745244979	0.6819511708622404	0.9018974562363715	2.144171298196669	2003	2004
52.2	1.1034323135390878	0.7353615526949545	0.9568304065490703	2.778740429380287	2003	2004
accumulations	0.6811418545246124	0.707464740343392	0.9472604574848279	2.4183913459657758	2003	2004
