token	global_dist	local_dist	shift
 	0.9554880726554484	0.8252297883108813	0.1302582843445671
  	1.063010192841941	1.068785420229348	-0.005775227387406989
   	1.2052063078051038	1.4367955276578317	-0.23158921985272785
    	1.0105602530069442	0.9889168917338158	0.02164336127312838
     	0.9855350520408603	0.8969474219673471	0.08858763007351322
         	1.1081038905438563	1.1956247837591034	-0.08752089321524714
          	1.034610149869554	1.0270562553746876	0.00755389449486632
           	1.0205266457290632	1.0100441742038877	0.010482471525175452
            	1.0346638886969801	1.0429200406562706	-0.008256151959290525
             	1.0388499465671184	1.0090068665765077	0.029843079990610644
                 	1.0403453314599123	1.0475481842221321	-0.00720285276221988
                  	1.0790914211213571	1.148602354071841	-0.06951093295048394
                    	1.070293312735991	1.2327739298187546	-0.1624806170827635
!	0.9305934496437798	0.8019427394279265	0.12865071021585328
""""	0.5556060078724883	0.15612591191140646	0.3994800959610818
#	0.8308971635299369	0.4829946913181775	0.3479024722117594
$	0.710175823262745	0.3724599218380732	0.3377159014246718
%	0.2870550266390679	0.014716593095042252	0.27233843354402565
&	1.014123793314675	0.8252240931256527	0.18889970018902225
'	0.6735732466506179	0.30345905659371963	0.3701141900568983
''	0.8017717790615806	0.40626208790366103	0.39550969115791956
's	0.737614877641123	0.25991632544733734	0.47769855219378565
(	0.29317026880488406	0.02408958572581843	0.26908068307906563
(=	0.7002796953361007	0.26753337840802793	0.43274631692807275
)	0.2896522847678552	0.03444958987490898	0.2552026948929462
):	1.045197848007058	1.1544161573892027	-0.10921830938214461
*	0.7722180181385657	0.3813374031966795	0.3908806149418862
+	0.3220498952978368	0.04242976404223797	0.2796201312555988
+1	0.7986169846569573	0.5882804962196269	0.21033648843733044
+100	0.9967696863929604	0.8636538483755369	0.13311583801742344
+11.6	0.9561248845029094	0.6970394755287519	0.25908540897415755
+120	0.9773124834400397	0.8483521339295265	0.12896034951051327
+140	0.9283425625057091	0.5415698122800432	0.38677275022566593
+17	0.9868072527901076	0.726225504405529	0.2605817483845786
+19	0.9097554543438903	0.6891156910909475	0.22063976325294277
+2	0.9242130580623685	0.7856819417783037	0.13853111628406478
+20	0.5510901244158681	0.2946632014098214	0.25642692300604675
+200	0.968223264487017	0.9278147906204061	0.04040847386661095
+3	0.5537498012196436	0.08382371658590815	0.4699260846337354
+3.5	0.9113871694493938	0.7974910931908065	0.11389607625858733
+40	0.7709840207059153	0.4436344314131352	0.32734958929278013
+45	0.7687671949421281	0.38314988463515387	0.3856173103069742
+5	0.7263044358084005	0.42690956118305523	0.2993948746253453
+57	0.8910323629938293	0.5566430069622925	0.33438935603153674
+60	0.8416463225242149	0.5585780335750712	0.2830682889491437
+7.3	0.756257014425622	0.29001082473177275	0.46624618969384923
+80	0.6934627930747148	0.3229432798532841	0.37051951322143073
,	0.2997609257065472	0.03808567719682798	0.26167524850971924
-	0.4705767442976725	0.12957148072600744	0.34100526357166505
--	0.9855404999590356	0.7625412060878827	0.22299929387115291
-/	1.128113623616726	1.3567160149932578	-0.22860239137653182
-/-	0.7257590698376488	0.4528794414366879	0.2728796284009609
-0.01	0.6112188836356045	0.2581858081787901	0.3530330754568144
-0.012	0.6616702852484124	0.2303082309872091	0.43136205426120333
-0.02	0.6200501013975428	0.2629746748051285	0.3570754265924143
-0.04	0.6499001095640067	0.32976728294984914	0.32013282661415754
-0.05	0.8192429350606971	0.5755892295349536	0.2436537055257435
-0.08	0.6037813225146618	0.31922612389604044	0.28455519861862133
-0.1	0.6239024528663211	0.2358339693347461	0.38806848353157497
