average_global_distance	average_local_distance	var_global_distance	var_local_distance	tok	year1	year2
0.6638105198740959	0.2102500581741333	0.00023251687696290046	0.0004459461429619809	united	2000	2011
0.7238373149931431	0.5254793298244477	0.00036296405892557564	0.002961757720205067	combining	2000	2011
0.6928642067313194	0.24326792418956755	0.0015706572118699227	0.0011359823006413094	purinergic	2000	2011
0.9332463716829079	0.8718432269972982	0.0029721591568704314	0.03570822617950262	polygraph	2000	2011
0.9562880788246548	0.7195376612991095	0.002161558792125454	0.008130748089538018	lecturer	2000	2011
0.7072812767326832	0.3410699558258057	0.0011559834433683912	0.003338670059493216	bombesin	2000	2011
0.6017303001880646	0.17196551322937012	0.0035520543475958156	0.0017648096977893831	2.28	2000	2011
0.937381350141095	0.805334336142987	0.0015661969263699124	0.0056544257995835455	interspecies	2000	2011
0.8713638980127871	0.48940141379833224	0.002278414651433855	0.015481570629598436	receptor_activator_of_nuclear_factor_kappa_b_ligand	2000	2011
0.8922480825521052	0.7529371735174208	0.0012347638727142783	0.009182145191968518	lifecycle	2000	2011
0.589882370531559	0.24612423717975618	0.0011781562760062039	0.002476701790152909	11q23	2000	2011
0.8307119516283273	0.38332580983638764	0.0023539953014875712	0.003798950887539432	pgs	2000	2011
0.8578060563281178	0.42918627232313156	0.0017862239273352786	0.006054828273333688	decomposition	2000	2011
0.8100508768856526	0.4787188109755516	0.004614357901535876	0.016967574032902413	60.0	2000	2011
0.919271582486108	0.6216446852311492	0.0028006862696679075	0.02397728909332562	kdel	2000	2011
0.9367498787149089	0.8620662141684443	0.002892998262591712	0.012512499234632374	grandma	2000	2011
0.7412961742281914	0.2969744509458542	0.00046789486905503893	0.0005657650112537378	dr	2000	2011
0.6956235061585904	0.27724125802516936	0.0009319483515316835	0.002512615065660417	20-fold	2000	2011
0.8273731464147568	0.44485039651393893	0.0012320318977608441	0.006937843541493859	svi	2000	2011
0.6786592347919941	0.21432826161384583	0.002059039826928745	0.0016181590843049364	msh3	2000	2011
0.7255009523034096	0.39647898375988005	0.0006131814351451387	0.0013999541197966447	ix	2000	2011
0.9944803202862386	1.0251415670564166	0.0018291931065211747	0.011618805228041198	eloquent	2000	2011
0.7843543093651533	0.42706630945205687	0.0019969625244005023	0.004963868745224278	urge	2000	2011
0.8303549255058169	0.6015576665848493	0.002956995887903822	0.01504164270214063	e2f5	2000	2011
0.5959347841143608	0.15338606715202327	0.00026493643566650424	0.000320808564109383	mild	2000	2011
0.6845595879852772	0.39399004220962525	0.0015888023471559726	0.0056915056493855466	advent	2000	2011
1.1048532578838057	1.3515309828519821	0.0024137571057867135	0.007845863429266148	infarctions	2000	2011
0.8566622612625361	0.4755611488223076	0.0015023040112406808	0.011217843650930301	glucamine	2000	2011
0.5936484289169311	0.22259539246559143	0.0009553135901966083	0.0002592995301633737	anions	2000	2011
0.9963745089096483	1.0411116053594742	0.0022555991008919927	0.022368461920719496	ostensibly	2000	2011
0.6613346174359321	0.2936174064874649	0.0010143276705540207	0.0023419373681012965	twelve	2000	2011
0.8155026683956385	0.4979123322665691	0.0017891126725924041	0.009812620967775977	cytochalasin	2000	2011
0.5710295563936234	0.2083300060033798	0.0016025398340553066	0.001527992194034233	anionic	2000	2011
0.7627682070434093	0.3294221144914627	0.0021537472508405017	0.005733489654623329	erect	2000	2011
0.8367417893558741	0.43269395470619204	0.0020370260432933936	0.005562605041832006	pancreatography	2000	2011
0.9649394013243545	0.8685186643479392	0.003026359816829698	0.018801793217204824	ckii	2000	2011
0.6860741285979748	0.21662207901477815	0.001929355142473707	0.0033268401378919133	cleavable	2000	2011
0.5297750443220138	0.15233087599277492	7.533480708329598e-05	4.577974637928825e-05	500	2000	2011
0.6390882620215416	0.24576831817626954	8.014564870071181e-05	0.00016904046012759883	length	2000	2011
