average_global_distance	var_global_distance	tok	year1	year2
0.9046176146389917	0.015905475322773338	resistive	2003	2004
0.6912164676189423	0.0076330084525592125	peplomers	2003	2004
0.18242188334465026	0.0003888878652961992	cohorte	2003	2004
0.07940374433994289	0.000514556688337667	etant	2003	2004
0.5567693865299225	0.004581139911880295	seroconverted	2003	2004
0.4780514124035835	0.0038310894311897304	provocative	2003	2004
0.703014665544033	0.004468468909109946	crypts	2003	2004
0.396372486948967	0.0019996902783206176	localisation	2003	2004
0.8370586453704163	0.011258795386297924	medaka	2003	2004
0.19964924693107605	0.0008081100997876986	rectifying	2003	2004
1.0132276819320396	0.014707747681079993	hampering	2003	2004
0.5025803318619728	0.003378005746245686	p._vivax	2003	2004
0.4677689483761787	0.004738705795732526	stents	2003	2004
0.9504720708995592	0.008754489314843553	d1	2003	2004
0.676459611132741	0.007335116054339263	vials	2003	2004
0.2472980338335037	0.0013321483314360067	106	2003	2004
0.7855831454010331	0.014522287788479783	baroreflex	2003	2004
1.4343954978883267	0.009162836074860006	+4	2003	2004
1.2918558264523745	0.003695797195463618	decayed	2003	2004
0.3853723558783531	0.00338328058900216	caucasians	2003	2004
0.23992547452449797	0.00038931549450506254	toxicity	2003	2004
1.1034323135390878	0.020497093168239923	52.2	2003	2004
0.6811418545246124	0.005418526792950561	accumulations	2003	2004
0.3897956508398056	0.0032390651859530665	7.1	2003	2004
0.4600876352190971	0.005252396686362014	ceramides	2003	2004
0.4256151047348976	0.0035703928237824766	expenditures	2003	2004
0.08719955384731289	4.50019253225076e-05	database	2003	2004
0.9271669401212784	0.012917206334064492	polyproline	2003	2004
0.5696873515844345	0.004439326391897921	ophthalmic	2003	2004
0.45802596807479856	0.0021678758788001504	sensitization	2003	2004
0.35079701721668244	0.0028845107372350793	anthropology	2003	2004
0.6065706330537796	0.0029353236215611893	party	2003	2004
0.5036850097775459	0.00211126244912027	pharmacies	2003	2004
0.5198285073041916	0.009187535742627257	incenp	2003	2004
0.9629448400950059	0.01028708176559449	concealment	2003	2004
0.47423736453056337	0.002591856470130819	window	2003	2004
0.5610100118815899	0.01250281134676565	tfs	2003	2004
0.7690662012994289	0.005003556645512817	biologist	2003	2004
0.29317534565925596	0.0012036168289188607	industrialized	2003	2004
0.573003423511982	0.011857661027040967	37.3	2003	2004
0.32568240344524385	0.00510694044515558	sticking	2003	2004
0.5670955616235733	0.002858319984135037	dementias	2003	2004
0.2087176501750946	0.000859631106069792	programmes	2003	2004
0.6002141781151294	0.005760633262157758	decisional	2003	2004
0.8687925691294186	0.006894118007238678	founders	2003	2004
0.43262794077396394	0.0018647418278731351	inheritance	2003	2004
0.37804976642131805	0.0018625938481535865	confirms	2003	2004
0.2646835541725159	0.0006889718903446407	enabled	2003	2004
0.7289235604461283	0.014786410585625258	deet	2003	2004
0.14259766340255733	0.0002262506428265709	defense	2003	2004
0.12423639118671413	0.00020567326194131783	unable	2003	2004
0.7644440525025129	0.003174671795540647	ib	2003	2004
0.7580919828638435	0.006940349413570667	notified	2003	2004
0.8842509725200943	0.004955185960726193	rbm	2003	2004
0.7004811751842499	0.004857625435064226	intimate	2003	2004
1.0248310806791414	0.010357840080240202	daf-2	2003	2004
0.5770600035786628	0.014724344368182046	3,3',4,4',5-pentachlorobiphenyl	2003	2004
0.3429053992033005	0.004599069301033323	rb1	2003	2004
0.16204434275627136	0.0005488911340572017	legal	2003	2004
0.8087659269478172	0.00790322627958026	knockouts	2003	2004
0.5188308510184289	0.003580875933504838	archive	2003	2004
0.6863453820347786	0.006422576743755974	calipers	2003	2004
1.3056682532653212	0.012281247312715236	volar	2003	2004
0.2588483715057373	0.0012016880121260643	comprise	2003	2004
0.5008975243568421	0.007864742873408334	hbeag	2003	2004
0.507765753865242	0.0034682874072193125	neuroendocrine	2003	2004
1.2548186904378236	0.008806389742364062	esp	2003	2004
0.15979705452919007	0.0003776511861845575	helper	2003	2004
0.8403020739351632	0.004684130737573101	vigorously	2003	2004
0.28793989479541776	0.002200194858705565	pth	2003	2004
0.3848798340559006	0.0006385333565712793	land	2003	2004
