average_global_distance	var_global_distance	tok	year1	year2
1.103465144308284	0.005829343087268708	resistive	2004	2005
0.8013558928470593	0.014579917971724745	seroconverted	2004	2005
0.6643345494568348	0.0036268048713979234	provocative	2004	2005
0.6273567892611027	0.0026376359624406803	crypts	2004	2005
0.5930888369679451	0.002246526107719979	localisation	2004	2005
0.7411933588981628	0.0015985042819746192	gld	2004	2005
0.8779391525033862	0.020840732722867395	medaka	2004	2005
0.31786290466785433	0.0012218031064907034	rectifying	2004	2005
0.9989161418779986	0.016392448387329797	hampering	2004	2005
0.44052416175603865	0.001964873427781013	p._vivax	2004	2005
0.5001049643754959	0.001304610368329531	stents	2004	2005
1.003695513816274	0.010099378946399703	d1	2004	2005
0.563371986746788	0.005586219642633292	lkm	2004	2005
0.28221062660217283	0.0005626248875931966	106	2004	2005
0.5869821825623512	0.00827168681865115	vials	2004	2005
0.7022262218594552	0.0013082992354911261	baroreflex	2004	2005
0.6447828468680382	0.006597052752895902	+4	2004	2005
1.0111119819199665	0.005601664243884859	decayed	2004	2005
1.1059809242351912	0.0036784651721836078	homogenized	2004	2005
0.2698425555229187	0.0006474785838668652	caucasians	2004	2005
0.2684468573331833	0.00022507007784306382	toxicity	2004	2005
0.5928928796201944	0.011031414931045086	52.2	2004	2005
0.6277560852468014	0.0036421683461394906	accumulations	2004	2005
0.2848712891340256	0.0007276513018603035	7.1	2004	2005
0.5431781184673309	0.0071404394603620455	544	2004	2005
0.5905917572975159	0.009740239224135054	sed	2004	2005
0.4343129175901413	0.002372726034964903	expenditures	2004	2005
0.12278343737125393	7.301289729798385e-05	database	2004	2005
0.6261887096613645	0.01200138316179937	sheddase	2004	2005
0.639915731549263	0.007623211264647401	polyproline	2004	2005
0.44395114660263063	0.0019142748704925575	ophthalmic	2004	2005
0.387173467874527	0.0015766692081662012	sensitization	2004	2005
0.5414691519737244	0.005929070081552754	cisterns	2004	2005
0.5183845028281212	0.009346637660023917	anthropology	2004	2005
0.4730175504088402	0.004510180969033131	party	2004	2005
0.3227145677804947	0.001371534175438107	pharmacies	2004	2005
0.49163451343774794	0.00366718297602504	arx	2004	2005
0.42991450548171994	0.004062219493269427	ccl3	2004	2005
0.5528079405426979	0.003028751171268585	cyclophilins	2004	2005
0.3604846209287643	0.0012254387352899254	window	2004	2005
0.5356646054983139	0.0015979565465860054	tfs	2004	2005
0.6752073153853416	0.0031031194053933687	biologist	2004	2005
0.2925485759973526	0.0009578836572030539	industrialized	2004	2005
0.6061179748177529	0.010793151444651332	37.3	2004	2005
0.8478388143191115	0.008484432495832708	gsalpha	2004	2005
0.8315790770528838	0.007099972566420996	dementias	2004	2005
0.19711392045021056	0.0003501499114085775	programmes	2004	2005
1.0100161018874496	0.005170828119003974	decisional	2004	2005
0.8137419177219272	0.0028190976554893373	founders	2004	2005
0.39449045598506927	0.001182791053512922	inheritance	2004	2005
0.726835382519057	0.01014423149800175	cpz	2004	2005
0.29926976561546326	0.0007082593231707435	confirms	2004	2005
0.3144479537010193	0.001487280466177276	enabled	2004	2005
0.21608773469924927	0.00023081302271521048	defense	2004	2005
0.1678471565246582	0.000378023773049847	unable	2004	2005
0.7501594209671021	0.0026666977376205575	ib	2004	2005
0.6118284440040589	0.0020373076449729357	notified	2004	2005
0.7848725026613101	0.0157416835988545	daf-2	2004	2005
0.5695119839906693	0.0019471770304224385	intimate	2004	2005
0.3583823052048683	0.0033458961477982056	3,3',4,4',5-pentachlorobiphenyl	2004	2005
0.8118662678450346	0.0024587405835570357	rb1	2004	2005
0.13501548171043393	0.0002446715411769773	legal	2004	2005
1.1141380931204186	0.006109347098004885	knockouts	2004	2005
1.2131686754780822	0.008230021733403495	precept	2004	2005
0.43500629454851153	0.002463726136895244	archive	2004	2005
0.8854806238971651	0.008486902427827204	volar	2004	2005
0.2969429510831833	0.001086408288297808	comprise	2004	2005
0.5721240016818047	0.004906365626740359	hbeag	2004	2005
0.4965714317560196	0.0016691789968267525	neuroendocrine	2004	2005
0.6743439541012048	0.009591536584458365	vigorously	2004	2005
0.20224694907665253	0.00039879196758714193	helper	2004	2005
0.6877185168862343	0.00413279355634105	bacteriophage_lambda	2004	2005
0.962873230422847	0.006025259516691684	acylation	2004	2005
0.2518139624595642	0.00111876022519021	pth	2004	2005
0.255626237988472	0.0005739648253228251	land	2004	2005
0.22138045430183412	0.0007024567263579587	continue	2004	2005
0.6091957966983318	0.010138389378809193	maltose	2004	2005
0.8531912954710424	0.004473393716942347	1963	2004	2005
0.3813337856531143	0.0011844114421458085	containment	2004	2005
0.7309338559675962	0.010068552502281027	t1-t2	2004	2005
0.18075788676738738	0.00034992674900535494	interested	2004	2005
0.7496783273667097	0.009187746712344265	0.026	2004	2005
0.3046285378932953	0.00041150823926433425	scid	2004	2005
0.5031556648015976	0.0037579044997233966	complementing	2004	2005
0.588311524540186	0.005318717841971986	motoneurones	2004	2005
0.4869898009300232	0.0022542492258659725	shrna	2004	2005
0.11750382721424099	0.00013150167403133358	serious	2004	2005
0.4629281356930733	0.0026318540808628376	0.003	2004	2005
0.4381979948282242	0.0020083966229174775	transrectal	2004	2005
1.3256182566285133	0.01051753646179313	59.2	2004	2005
1.0643129660678097	0.01081001889294691	uass	2004	2005
0.19760073959827423	0.00026021031200480814	psychiatric	2004	2005
0.14070508420467373	0.0002212850262802204	organizations	2004	2005
0.3899659988284111	0.0037648422192613773	36.4	2004	2005
0.44792718410491944	0.003791101074633548	surf	2004	2005
0.8780596889340085	0.0091306849235115	bruton	2004	2005
0.32605565428733824	0.0012671168182934185	decided	2004	2005
0.758779778778553	0.0032708416974398863	bombesin	2004	2005
0.17150771617889404	0.0007018238462354986	emergences	2004	2005
0.7824591135233641	0.004663722374422144	ankyrin	2004	2005
0.8144459290243685	0.005443998221028819	durability	2004	2005
0.8426820672565373	0.005872368075544557	94.7	2004	2005
0.7538087411224842	0.004806516042471261	deliberate	2004	2005
0.5426660987734795	0.015913423871810974	pyridinoline	2004	2005
0.28325296521186827	0.0009223668142044075	versions	2004	2005
0.6053688165545463	0.007773335696250185	thaw	2004	2005
1.0341951151083049	0.004747049390911286	invader	2004	2005
0.6459550334513188	0.007988632020774022	gar	2004	2005
0.7685096614062786	0.0025455294990136524	cish	2004	2005
0.6914427354931831	0.00394795487774944	fhit	2004	2005
0.7660388838034123	0.004822547086546798	ascertainment	2004	2005
1.0720106752007268	0.007322826114527251	exaggeration	2004	2005
0.49132044523954393	0.0020117914436949837	mefloquine	2004	2005
0.9738610469782725	0.006768789714780338	fibrillin-1	2004	2005
0.862733551915735	0.0071858792220635915	reorganized	2004	2005
0.6506066221743823	0.009967996434049673	unoccupied	2004	2005
0.7815650373138487	0.004228142461312029	n=1	2004	2005
0.4319391217827797	0.00196880136294041	0.42	2004	2005
0.6391481138765812	0.006844709062602277	1210	2004	2005
0.4258202177286148	0.0012449535040847941	midgut	2004	2005
0.8416955695208163	0.00608470795160113	swapping	2004	2005
0.7991002716310323	0.011960115629109787	physiochemical	2004	2005
1.0022533663362265	0.010469421147264856	unorthodox	2004	2005
0.6728199015557766	0.0026534262858444076	227	2004	2005
0.42924134016036986	0.0014683289922446277	caveolin-1	2004	2005
0.49495474934577943	0.0014548257415186597	apparently	2004	2005
0.6923121169209481	0.004968531640123313	conserve	2004	2005
0.643954130411148	0.006648515875900779	propensities	2004	2005
0.1902786785364151	0.0003928892965948801	anova	2004	2005
0.4051020607352257	0.002171846268900158	tailed	2004	2005
0.1894120854139328	0.00012935207239319303	experimental	2004	2005
0.35037817239761354	0.002864817147241615	osteoblastic	2004	2005
0.5631215254962444	0.0066852604174172815	trimethylation	2004	2005
0.5867156547307968	0.002384907337488799	provoking	2004	2005
0.12698478341102595	0.00011492899324807283	abdominal	2004	2005
0.151978103518486	0.00016126635705912345	spatial	2004	2005
0.696725106984377	0.007652011599944114	microenvironmental	2004	2005
1.0044127032422694	0.007498042565530307	undisturbed	2004	2005
0.5109153032302857	0.009918395073510687	93.6	2004	2005
0.9460862469719723	0.006314498829573505	sublineages	2004	2005
0.5418379390239716	0.00691073581109942	ehxa	2004	2005
0.5979382243752479	0.002903563238734544	shortened	2004	2005
0.38642678439617156	0.002111342154136484	myoepithelial	2004	2005
1.0726079723297153	0.005281077003380346	imv	2004	2005
0.1566638910770416	0.00018550460886798846	curve	2004	2005
0.5301663941144943	0.0015272186236749015	cd11b	2004	2005
1.1179046220006421	0.006267068111909254	jerking	2004	2005
0.51436263859272	0.0057214583334212425	predates	2004	2005
0.8857128596166148	0.007378727422620973	2.85	2004	2005
0.48481021255254747	0.0020083444407965477	freshwater	2004	2005
0.4251275008916855	0.002927726686141508	rico	2004	2005
0.35730205595493314	0.002411130512008757	p=0.015	2004	2005
0.3838222849369049	0.0011672576185519845	caregiver	2004	2005
0.40451760053634644	0.0023746713963471474	mandatory	2004	2005
0.44260930180549624	0.0009717287093026189	p16ink4a	2004	2005
0.7193885174393654	0.007508607217981168	thymidine_kinase	2004	2005
0.46966184943914413	0.002706670216947151	recommendation	2004	2005
0.3679773962497711	0.0006753765454003699	personality	2004	2005
0.597404558956623	0.003953017653570317	tocopherol	2004	2005
0.9182730468839873	0.009300394316306075	ngt	2004	2005
0.6525802634656429	0.010070904181062776	expectant	2004	2005
0.10858643770217892	8.83316735836303e-05	databases	2004	2005
0.9915135371475481	0.005487219631571855	grief	2004	2005
0.8464871709374711	0.011692433799754194	deoxycytidine_kinase	2004	2005
