average_global_distance	average_local_distance	var_global_distance	var_local_distance	tok	year1	year2
0.5197819212079048	0.12096648514270779	0.003042495708419124	0.0012437231644056635	mechanically	2002	2004
0.6515783533453942	0.14671572625637055	0.005357286680884694	0.0032259970891287734	practiced	2002	2004
0.3963408225774765	0.037321231365203815	0.006729649329574956	0.000637763491079221	streptomyces	2002	2004
0.4010845810174942	0.07640385627746578	0.0009467768710571089	0.000218791962692535	originated	2002	2004
0.6961517691239715	0.3053023061901331	0.013250954151003207	0.03349239350346739	slaughter	2002	2004
0.1721506232023239	0.00642598330974574	0.0005669543511855363	4.485524064243019e-06	lacking	2002	2004
0.2627245283126831	0.013534338474273634	0.000574950092504432	1.2434417816072625e-05	anatomy	2002	2004
0.19999156951904296	0.005791766047477676	0.0003182852397557752	2.238032844793369e-06	segregation	2002	2004
0.1612946116924286	0.005636581182479816	0.00011074531035628041	6.130890625414022e-07	2001	2002	2004
0.5291436660289764	0.16881177306175232	0.001924377855667987	0.0015396837096023708	utilized	2002	2004
0.14079525530338283	0.006085140109062146	0.0001565392808576216	2.127948971753919e-06	dcs	2002	2004
0.4377246680855751	0.05473641276359554	0.007027318246114279	0.0013387936688569217	subclass	2002	2004
0.7524371889233589	0.3981046324595809	0.009316706338511513	0.04818045867746345	15.0	2002	2004
0.6305665351450443	0.16483712077140808	0.005354765596955868	0.006443369386484718	regime	2002	2004
0.6547829826176167	0.21742009818553926	0.007171933222617348	0.012825114996513662	wherein	2002	2004
0.10127543151378628	0.0016477483510970547	0.00011100140398755054	1.310526723340656e-07	conductance	2002	2004
0.4434469258785248	0.05084764957427975	0.0048026901091723345	0.0007739139132832665	cleavages	2002	2004
1.0803262638591695	1.206191449899343	0.0039459674459208635	0.02226218204369606	reportedly	2002	2004
0.6074490557610989	0.10809982538223263	0.007555758758690837	0.002275800397936456	enters	2002	2004
0.45014151483774184	0.05488746345043179	0.0040471606215932085	0.0005351571212791169	concert	2002	2004
0.2661402785778046	0.006147448420524549	0.0016655719153146594	1.6905649732894933e-05	antagonizes	2002	2004
0.6449642530083657	0.12539402961730953	0.0063810102863147145	0.003549652397306892	attenuating	2002	2004
0.7025735991448164	0.26726209551095964	0.005411039922287371	0.016481232663212955	whatever	2002	2004
0.32543577134609225	0.0232125604152679	0.0024904443220758925	9.517777027028423e-05	uniquely	2002	2004
0.5818554273247719	0.1994594156742096	0.002893889860933262	0.004859711446498274	immunologic	2002	2004
0.25996581971645355	0.029209042787551834	0.0007524781282428919	6.031003620941386e-05	opposed	2002	2004
0.34094310462474825	0.040107108354568426	0.0010517267884484404	0.00013988089227160436	passage	2002	2004
0.5339689365029335	0.1215361368656158	0.0026550341832671043	0.001047006332813608	coreceptor	2002	2004
0.2536976277828217	0.020953996181487994	0.0010479858712714573	9.510905132473221e-05	allocated	2002	2004
0.5405061262845993	0.10556970655918117	0.010008473591021583	0.006535274271679218	abi	2002	2004
0.1044657504558563	0.003035832643508866	0.00010595764904852135	4.7151422175630977e-07	animals	2002	2004
0.45898774653673174	0.05687740385532375	0.004824109919498477	0.0007969842020122184	mycobacteria	2002	2004
0.2522121727466583	0.038682640790939284	0.0006535848086106813	0.00012011333551370596	linked	2002	2004
0.5119986778497696	0.051150342226028406	0.003014045395611039	0.0007673523985484978	1.79	2002	2004
0.36752362072467804	0.030516207218170124	0.0020501164555043554	0.00012787721198250767	creb	2002	2004
0.3324222421646118	0.033379229307174636	0.0015152762204583413	0.00013621187620368994	breathing	2002	2004
0.7743882670253516	0.3484531870484352	0.004453415100084675	0.0045741940632676205	angioplasty	2002	2004
0.5855493414402008	0.15140399336814878	0.0024682133075430513	0.0022615100629610296	auc	2002	2004
0.5280538737773895	0.08360142230987545	0.005201673364950781	0.003033722667196293	lengthened	2002	2004
0.24568365573883055	0.01092079401016231	0.0011793260791574862	1.8471775434781527e-05	killing	2002	2004
0.3311897939443588	0.02812692344188685	0.0017004634113098613	9.877724930536081e-05	0.03	2002	2004
0.24855042159557342	0.006921521425247146	0.0011428444670192942	6.959466231039372e-06	intermediates	2002	2004
0.296999888420105	0.022925280332565263	0.00044301397470434845	2.4988238182770292e-05	treating	2002	2004
0.37648417592048644	0.02848679661750789	0.002171877880530759	0.00014760312657344482	discussing	2002	2004
0.5662662643194198	0.09971892476081845	0.013918302427785405	0.005646715131927695	extraperitoneal	2002	2004
0.3420195412635803	0.03831700325012202	0.0006470243316916733	5.286615362518316e-05	affects	2002	2004
0.6393404310941696	0.12866840243339536	0.010826066689928719	0.007952587090119267	370	2002	2004
0.08493779301643369	0.00091436266899104	5.464221940787435e-05	8.159149050044306e-08	binding	2002	2004
0.4810908579826355	0.046586838364601084	0.0018545017331105301	0.0002496754674537538	hif-1	2002	2004
0.23960336327552795	0.00900956153869624	0.001857769764730206	2.2352392904673476e-05	0.19	2002	2004
0.3059095752239227	0.02131494820117946	0.0018600365101872271	0.00010068884220199675	ubiquitously	2002	2004
0.32516481876373293	0.013675250411033586	0.0012809570497150703	1.7198098998367677e-05	scenario	2002	2004
0.3153054714202881	0.058115617036819424	0.0007804028274399855	0.0002445886001718107	driven	2002	2004
0.39818252593278886	0.03171551585197444	0.0017846640317403576	0.00015626282086194152	calibrated	2002	2004
0.4153064584732056	0.06257792830467221	0.0009382949657374498	0.0002634052674360405	reality	2002	2004
0.32670203685760496	0.01781192600727077	0.002110263745007723	6.506927696289139e-05	phospholipid	2002	2004
0.39658863842487335	0.07778850317001339	0.0022324734022090365	0.0006117679263544662	mitomycin_c	2002	2004
0.16101430714130402	0.0064359611272811435	0.0001467802918527422	1.0382516590464525e-06	tumour	2002	2004
0.4901015046238899	0.08631783246994015	0.005723467060805874	0.003360018408776049	devise	2002	2004
0.2523459821939468	0.015745886564254713	0.0008685312401745461	1.9172174270993034e-05	recovered	2002	2004
0.36480584502220154	0.029007232189178424	0.0017984288136999587	7.113301170647906e-05	equations	2002	2004
0.3625191342830658	0.036597090959548904	0.001892794789578032	0.00019371359661018794	ip-10	2002	2004
0.2900911718606949	0.02549896180629726	0.0006904836933043423	5.4021399265813435e-05	intestinal	2002	2004
