average_global_distance	var_global_distance	tok	year1	year2
0.7756576276384294	0.010251208534245737	oligotrophic	2001	2002
0.08720243215560909	0.00019731484605308369	united	2001	2002
0.3099632745981216	0.0013808081626592418	combining	2001	2002
1.073159834907856	0.010878077671554876	purinergic	2001	2002
0.6875057090818882	0.004395904978426454	lecturer	2001	2002
1.1475113823614083	0.006855221720967531	blastocysts	2001	2002
0.9425257558131125	0.011589094768901954	2.28	2001	2002
0.8819015908217989	0.013695577948897353	11q23	2001	2002
0.7518263073358685	0.017697721711271045	pgs	2001	2002
0.44978645116090776	0.004436033402490851	decomposition	2001	2002
0.6179360225424171	0.02042755476759329	60.0	2001	2002
0.5416978195309639	0.004116336898691547	dr	2001	2002
0.7409448801726103	0.003699311622190903	20-fold	2001	2002
0.4406082111597061	0.0015702378133937182	ix	2001	2002
0.5613555148243904	0.007358603972737068	urge	2001	2002
0.23370283484458923	0.0008691376802422341	mild	2001	2002
0.45733796268701554	0.007764433402052944	advent	2001	2002
0.4683560086786747	0.009953998086957183	anions	2001	2002
0.2523757892847061	0.0008350131172828882	twelve	2001	2002
0.3407349529862404	0.007644374114222426	1.50	2001	2002
0.5843470963835716	0.009599390435306748	anionic	2001	2002
1.1588861115043982	0.009818586071195012	1248	2001	2002
0.9250043603988888	0.01110339898291399	conveniently	2001	2002
0.9079309120518155	0.013837049962593021	678	2001	2002
0.8579847239004448	0.0203502212085247	cleavable	2001	2002
0.11667120814323421	0.00011966105037535754	500	2001	2002
0.23664434254169464	0.0006725504782498162	length	2001	2002
0.06402269542217251	3.713384561678589e-05	show	2001	2002
0.42694942474365233	0.002880311087759064	139	2001	2002
0.44627969712018967	0.006143083187529248	fellowship	2001	2002
0.5333959439396858	0.007581878820338949	symbol	2001	2002
0.442306179702282	0.004902119265043006	0.31	2001	2002
0.7062660863995552	0.00874728891985178	b23	2001	2002
0.678508529663086	0.004514282542388865	~9	2001	2002
0.3548780256509781	0.002210123970369814	bapta	2001	2002
0.24436405301094055	0.0007143944732949239	compartment	2001	2002
0.1740701526403427	0.000648407429515414	68	2001	2002
0.28107433319091796	0.0017007224661197999	exploration	2001	2002
0.9197900690766982	0.011606240322361067	heterophilic	2001	2002
0.8969890909898095	0.021330028517812384	364	2001	2002
0.17547789394855498	0.0005150517339862017	makes	2001	2002
0.07964005053043362	3.930459205264849e-05	ion	2001	2002
0.6016275687515735	0.003704696025732777	microstructure	2001	2002
0.32438518524169924	0.0020456152313151586	cyclosome	2001	2002
0.22609881699085235	0.0008189322441642377	motile	2001	2002
0.5856773802638053	0.003648741297866015	photochemical	2001	2002
0.3392822962999344	0.0062101465291185065	lymphangioma	2001	2002
0.6813555974513292	0.013713519112148308	knob	2001	2002
0.25426506519317627	0.0014799034509216605	sea	2001	2002
0.2816493570804596	0.0014814956920985983	consultations	2001	2002
0.4750697457790375	0.004138384026260598	cisternal	2001	2002
0.6916264352947473	0.006609398165642172	nm23	2001	2002
0.07735578596591947	0.00010886487584662463	interacts	2001	2002
0.5924788293242454	0.0056457472436447845	buildup	2001	2002
0.7154743174090982	0.01913897530185361	endodermal	2001	2002
0.20140728890895843	0.00034122825390128466	good	2001	2002
0.16136700928211212	0.00047479649918408424	maintenance	2001	2002
0.3714864259958267	0.0029236712873823827	scorpion	2001	2002
0.2141953718662262	0.0004227229216247239	lung_cancer	2001	2002
0.31184419691562654	0.0017433001820900801	wells	2001	2002
0.5808238726854325	0.003570039229766683	cyanosis	2001	2002
0.48487676948308944	0.005055474039487468	enforcement	2001	2002
0.8275580658949911	0.014536049944727989	botanical	2001	2002
0.6853277407586574	0.008361037534274014	tetraspanins	2001	2002
0.35470588624477384	0.001696827787559475	soy	2001	2002
0.9290579771203921	0.02130666365376865	-limited	2001	2002
0.4971489170193672	0.008106287505799363	mls	2001	2002
0.31300216168165207	0.003186083841389536	isodose	2001	2002
0.3851636877655983	0.005834860400763906	p115	2001	2002
0.4251078113913536	0.0032376357972773813	anatomic	2001	2002
0.29287707567214966	0.001945343896621162	arg	2001	2002
0.09748260140419003	0.00014622549032958576	exposures	2001	2002
0.6430051307380199	0.0039164396130258825	ionising	2001	2002
0.5445794746279716	0.004792962328876776	leaving	2001	2002
0.3441760587692261	0.0014676269219988341	ablation	2001	2002
0.660088313817978	0.011391512243154767	neurovirulent	2001	2002
0.4400756421685219	0.008825728045705136	gait	2001	2002
0.2749408131837845	0.001305163216437613	carboxypeptidase	2001	2002
0.22499002158641815	0.001096401500314862	conjugated	2001	2002
0.3482401531934738	0.0022177429738105205	discovering	2001	2002
0.5536106331646442	0.008801985188463604	81.5	2001	2002
0.3831486877799034	0.002457566565939457	vis	2001	2002
1.0065124859608476	0.006590276680627806	lambda1	2001	2002
0.42206006407737734	0.004313189803428357	11.5	2001	2002
0.34774161636829376	0.0019192304766328262	bm	2001	2002
0.8283527036430314	0.010471969435838991	wky	2001	2002
0.38822748214006425	0.0028389469431571155	h&e	2001	2002
0.4940734016895294	0.007489620909182009	jakob	2001	2002
0.6294842706620694	0.004211588734921653	-r	2001	2002
0.868853715081932	0.014844145003830377	favoring	2001	2002
0.13519858717918393	0.00010144240072964553	quality	2001	2002
0.10414712846279141	0.0001913165924082459	decision	2001	2002
0.13192252516746517	0.00020617014052692916	negative	2001	2002
