average_global_distance	var_global_distance	tok	year1	year2
0.279993023276329	0.00024228016020012827	poly(adp	2007	2008
0.21473994374275207	0.00013613339580922308	partners	2007	2008
0.5239252081513405	0.0008525344289063752	permeation	2007	2008
0.39405082404613495	0.0005620717803771876	137	2007	2008
0.164172602891922	0.00012295224814029245	sixty	2007	2008
0.49545775324106217	0.0015327297555856232	-0.4	2007	2008
0.7080295598506927	0.0016188328329202687	vigorously	2007	2008
0.4000860857963562	0.0002539263911700033	pdgf	2007	2008
0.32406110465526583	0.0004173296414436134	vesicular	2007	2008
0.7438298563659191	0.0018151328045420544	normalised	2007	2008
0.47134166657924653	0.0014213738675402704	transgenesis	2007	2008
0.6055127957463264	0.001975174368933783	efficacies	2007	2008
0.11827365338802334	5.424193656435647e-05	argue	2007	2008
0.1956842750310898	0.00010657501329087719	compatible	2007	2008
0.250113228559494	0.0003464453124490221	polarized	2007	2008
0.33656576454639436	0.0005308733950612387	recover	2007	2008
0.5554196998476982	0.0021297707270353148	waterborne	2007	2008
0.2261885380744934	0.0003045834276478075	0.81	2007	2008
0.44758210390806197	0.001659817288097398	precipitated	2007	2008
0.16101860702037812	6.6199724326692e-05	declined	2007	2008
0.12468630373477932	4.347151515214697e-05	represent	2007	2008
0.2818188309669495	0.0002988580724819199	adaptations	2007	2008
0.27105073392391205	0.0006259757978173253	rescues	2007	2008
0.20056976079940797	0.00015878137609391278	protocols	2007	2008
0.2730263888835907	0.0004837508858588893	2.1	2007	2008
0.22300105690956115	0.00020027499285429692	nearly	2007	2008
0.4610382145643234	0.0009916985977052697	sarcoplasmic	2007	2008
0.38809911847114564	0.00034071651539474746	intratumoral	2007	2008
0.28361906230449674	0.00039540819654255115	unresectable	2007	2008
0.37434800863265993	0.0004993583265242307	port	2007	2008
0.9660901093416032	0.0020277721979995275	underneath	2007	2008
0.36895197451114653	0.000463569473695774	0.01	2007	2008
0.2250112497806549	8.434028774425576e-05	opposite	2007	2008
0.43874736070632936	0.0007790957590943835	rms	2007	2008
0.28924001932144167	0.0002378453463253349	registration	2007	2008
0.3611634975671768	0.0002896977073861603	atrial	2007	2008
0.5583287388086319	0.0012333259721172408	supplemental	2007	2008
0.35226777791976926	0.0004017488496039335	achieves	2007	2008
0.7721111060678959	0.0021322371012240248	encompassed	2007	2008
0.397899454832077	0.00020133287819685823	labour	2007	2008
0.1380963850021362	5.146134622430619e-05	treated	2007	2008
0.17990072965621948	9.55809070995172e-05	synonymous	2007	2008
0.34963366866111756	0.0003759464250836814	neurochemical	2007	2008
0.3788397520780563	0.0007855848896424346	looks	2007	2008
0.16084781408309934	0.00010353937486516987	uses	2007	2008
0.3821719342470169	0.0004983504790933394	overlying	2007	2008
0.07032140791416164	2.0398211825520856e-05	was	2007	2008
0.5314931213855744	0.0010929422989606156	ryr1	2007	2008
0.4299752140045166	0.0007572621867687647	adoptively	2007	2008
0.479340640604496	0.000836308551903842	progestin	2007	2008
0.6650328221917152	0.001920196527629654	clue	2007	2008
0.4601692959666252	0.0005063565673169524	legs	2007	2008
0.2408122479915619	0.00015184765732438886	appearance	2007	2008
