average_global_distance	var_global_distance	tok	year1	year2
0.42497994244098664	0.007828511933583103	resistive	2002	2003
0.6222938694059849	0.008342751789539056	seroconverted	2002	2003
0.6919505415856838	0.018314075744481687	crypts	2002	2003
0.43866530537605286	0.0026595836563517087	localisation	2002	2003
0.17924624621868135	0.0009479156482474234	rectifying	2002	2003
1.1119978392554912	0.00563948013902307	p._vivax	2002	2003
0.4129272645711899	0.0031602864149396902	stents	2002	2003
0.48489551901817324	0.00390450487893123	d1	2002	2003
0.7186776755377651	0.024044884964202734	827	2002	2003
0.5709402187168598	0.011395766020687507	vials	2002	2003
0.25188458263874053	0.0016259287522297243	106	2002	2003
0.3240355288982391	0.002422825888719929	decayed	2002	2003
0.5935238014161587	0.007959442774966822	caucasians	2002	2003
0.3287822127342224	0.0005794835786377915	toxicity	2002	2003
1.359897783175111	0.013380120549630338	52.2	2002	2003
0.48792799830436706	0.0034478047090068884	accumulations	2002	2003
0.3257995358109474	0.0036156652132430206	7.1	2002	2003
0.31022843897342683	0.0023160818363365697	expenditures	2002	2003
0.26143972694873807	0.0008772811389994828	gef	2002	2003
0.08519758999347683	3.4178742650798846e-05	database	2002	2003
0.744680410604924	0.007430095430375039	abstinent	2002	2003
0.5663765655457973	0.007581019433663902	ophthalmic	2002	2003
0.23858215868473054	0.0008774671585415984	sensitization	2002	2003
0.9777379091794137	0.008358407719832288	anthropology	2002	2003
0.8041277246549725	0.005488970928632211	party	2002	2003
0.6254516966454685	0.01685817955046741	coregulation	2002	2003
0.6685291775316	0.011888038204968582	concealment	2002	2003
0.4264818522334099	0.002845250605130415	window	2002	2003
0.5983030669391155	0.007250270982570995	tfs	2002	2003
0.7124008172750473	0.010500692755364976	biologist	2002	2003
0.3254697620868683	0.001434143238868053	industrialized	2002	2003
0.47614109635353086	0.008709042024770373	37.3	2002	2003
0.306648930311203	0.0007473490359989101	programmes	2002	2003
0.8042198563739658	0.006628115700357295	founders	2002	2003
0.4216137996315956	0.0022974713458511656	inheritance	2002	2003
0.8662891557381954	0.009580048773766746	reelin	2002	2003
0.7249624538421631	0.004239362026249936	confirms	2002	2003
0.2820049828290939	0.0014899926323520066	enabled	2002	2003
0.17583400070667266	0.00030457181539478707	defense	2002	2003
