average_global_distance	var_global_distance	tok	year1	year2
0.8509106857376173	0.007018280557564494	1231	2006	2007
0.8734793748985976	0.0031957933351577476	prolactinomas	2006	2007
0.8200372843071818	0.004338270371943228	heteromerization	2006	2007
0.6967162322252989	0.008640802383364484	resistive	2006	2007
0.8222560534020886	0.01825753660850342	60.1	2006	2007
0.7981925498321653	0.004400377615035231	seroconverted	2006	2007
0.8964107779861661	0.0057242171909048754	provocative	2006	2007
0.8038225106149912	0.004970685543445965	crypts	2006	2007
0.3456143325567245	0.0005335572827076401	localisation	2006	2007
0.9801829851046204	0.0055782195499899	affectively	2006	2007
0.3927754670381546	0.0036831166753289062	gld	2006	2007
0.5221115776896477	0.001858907944101334	medaka	2006	2007
0.8482531315553934	0.004194890874232919	gapless	2006	2007
0.9295883337245323	0.009930103841150213	sx	2006	2007
0.36145981192588805	0.001292390726326163	rectifying	2006	2007
0.9320673038404493	0.006900089206022385	hampering	2006	2007
0.3346311610937118	0.0007287301526859024	p._vivax	2006	2007
0.5206544384360313	0.0019455293157075004	resolvases	2006	2007
0.987845444426639	0.020024943818921063	cold-	2006	2007
1.0243948757881298	0.021488556384750664	51.0	2006	2007
0.4022825711965561	0.0009727307859221026	stents	2006	2007
0.5050918656587601	0.0017722946397453981	d1	2006	2007
0.4198833477497101	0.0013702436668356752	rad53	2006	2007
0.6034283146262169	0.0016901156018303244	fort	2006	2007
0.5001459845900535	0.002919432674654191	plugins	2006	2007
0.9598281456218684	0.005606389422434743	827	2006	2007
0.5283517041802406	0.005490746770759396	broccoli	2006	2007
0.25430948197841646	0.000735162394583135	106	2006	2007
0.7028057593107223	0.0026574860465262483	vials	2006	2007
0.8158297862112522	0.0027377578216045335	baroreflex	2006	2007
0.5114087535440922	0.0063336683846298624	7.67	2006	2007
0.7599105893820525	0.0033085767269501686	+4	2006	2007
0.5736447578668594	0.003624355813918642	crosslinker	2006	2007
0.6070703762769699	0.0025633358493653124	esr2	2006	2007
0.6198423429578542	0.009664602031116038	9.11	2006	2007
0.6350204163789749	0.007868688702599208	alegre	2006	2007
1.0345497807621724	0.006923839106425122	robbery	2006	2007
0.6388615070283413	0.0029862917211508242	decayed	2006	2007
0.671734543889761	0.0044690789016201575	homogenized	2006	2007
0.8074440344423056	0.006262722442553389	004	2006	2007
0.748713125064969	0.00213697028622407	nanotube	2006	2007
0.22817755699157716	0.000536084547621536	caucasians	2006	2007
0.5735880148410797	0.002413566520395614	cox3	2006	2007
0.5059390306472779	0.004592730470632063	shimadzu	2006	2007
0.936954564176267	0.004352548296296408	cysteine_string_protein	2006	2007
0.734457296654582	0.009205817883732967	tubulation	2006	2007
0.6760263085737824	0.011952719036035502	crem	2006	2007
0.5122446739673614	0.0027096042464560943	mason	2006	2007
0.18902053773403169	0.00013590899651901337	toxicity	2006	2007
0.5723748159408569	0.002354831883965001	52.2	2006	2007
0.851610634198878	0.010897542415947037	informatively	2006	2007
0.5761843222379684	0.001573568948931627	accumulations	2006	2007
0.24303411424160004	0.0005732560261802931	7.1	2006	2007
0.6021157005429267	0.002995522936641565	ceramides	2006	2007
0.6611408247053623	0.015364647059497343	544	2006	2007
0.5669247251749039	0.003894711809212305	anisometropic	2006	2007
0.2949580258131027	0.0004079060412506758	expenditures	2006	2007
0.31243527591228487	0.0008626679900523653	gef	2006	2007
0.10468474626541134	3.448297650763263e-05	database	2006	2007
0.6738853821158409	0.0021291515875113084	abstinent	2006	2007
0.5159524276852607	0.0013773706505507807	ophthalmic	2006	2007
0.675593745559454	0.0036346147748295603	garbage	2006	2007
0.9992799968237523	0.008565277884777804	ly-6	2006	2007
0.31835236966609953	0.0004303030857198176	sensitization	2006	2007
0.8024388556554913	0.0061629839132120124	cisterns	2006	2007
0.595732980966568	0.0026129225133261088	anthropology	2006	2007
