average_global_distance	var_global_distance	tok	year1	year2
0.6854850564524532	0.008866274720784887	1231	2005	2006
0.36013331413269045	0.0021096206021807267	classics	2005	2006
0.7429808902740479	0.005283491266841645	resistive	2005	2006
1.258615005761385	0.006912838734256574	60.1	2005	2006
0.7928483115509153	0.006266038907023506	seroconverted	2005	2006
0.6557465130090714	0.004390899803256342	provocative	2005	2006
0.6720304243266583	0.0035320808375074162	crypts	2005	2006
0.5036923938989639	0.001257185755574238	localisation	2005	2006
0.6413409171998501	0.0030824494524971293	gld	2005	2006
0.8618783875484951	0.008262930619811213	medaka	2005	2006
0.8847411603180808	0.00725728489441897	gapless	2005	2006
0.28416289687156676	0.0013226413310379929	rectifying	2005	2006
0.8882394209131599	0.010722180000914783	hampering	2005	2006
0.40310152649879455	0.0011436657668219242	p._vivax	2005	2006
0.6377175268530846	0.006650822576082004	resolvases	2005	2006
0.439738344848156	0.001152419369419684	stents	2005	2006
0.5099273785948754	0.0020623616685762057	d1	2005	2006
0.5179520079493523	0.0027973822757455706	rad53	2005	2006
0.9272848116373643	0.00751324771229794	matrix_metalloproteinase_(mmp)-1	2005	2006
0.48508701354265216	0.00323045120961498	plugins	2005	2006
0.24833945989608763	0.0004882334588306576	106	2005	2006
0.5273769810795784	0.0038550021559325288	vials	2005	2006
0.4078196546435356	0.0015626753347057348	baroreflex	2005	2006
1.0370409650704824	0.016601674780609917	7.67	2005	2006
0.9840773198078386	0.017289578255241606	+4	2005	2006
0.5024271756410599	0.0017102200887219882	crosslinker	2005	2006
0.9111646436038427	0.007657600510985604	robbery	2005	2006
0.7349031288176775	0.004855076888621854	decayed	2005	2006
0.7435563276708126	0.006789648331272036	homogenized	2005	2006
0.7708585304021836	0.0016726220735447364	nanotube	2005	2006
0.202178618311882	0.000522699882339124	caucasians	2005	2006
0.5981219178438186	0.017223412040130913	tubulation	2005	2006
0.7117709313333035	0.0035841546971114397	mason	2005	2006
0.16250458657741546	7.71982361630119e-05	toxicity	2005	2006
0.701221851631999	0.007250364639690755	52.2	2005	2006
0.6047356334328652	0.004256820338450348	accumulations	2005	2006
0.31516947150230407	0.0007802406046436159	7.1	2005	2006
0.3186082938313484	0.0060711308451793225	544	2005	2006
0.40770932197570803	0.001189397669688043	sed	2005	2006
0.364777592420578	0.000520931473060203	expenditures	2005	2006
0.39951450407505035	0.0014841970323848596	gef	2005	2006
0.0812586206197738	4.678604868987117e-05	database	2005	2006
0.5890516048669815	0.005862259095190954	sheddase	2005	2006
0.6654040615260601	0.00305780325722782	abstinent	2005	2006
0.5171328717470169	0.0018021290342733673	ophthalmic	2005	2006
0.8175730775110424	0.005747219525786047	garbage	2005	2006
0.3969579571485519	0.0008097184509948289	sensitization	2005	2006
0.5601643434166909	0.007000433083098616	cisterns	2005	2006
0.6296536512672901	0.008315810722383223	anthropology	2005	2006
0.9390878531895578	0.010009012496862256	asexually	2005	2006
0.6257349753379822	0.001707249537981832	party	2005	2006
0.8186438584607094	0.0056267229253370585	coregulation	2005	2006
0.34188193678855894	0.0007800526458037992	pharmacies	2005	2006
0.6727377779781818	0.004981147699620669	ccl3	2005	2006
0.4646890243887901	0.002295088365368636	cyclophilins	2005	2006
0.3964612364768982	0.0005260145629945613	window	2005	2006
0.37646116375923155	0.0014962234690053305	tfs	2005	2006
1.044415203948738	0.0063072772448602675	30000	2005	2006
0.4014678037166595	0.0015187397642612282	biologist	2005	2006
0.42174598574638367	0.0010058003808545027	industrialized	2005	2006
0.42424229919910433	0.009525400362230145	37.3	2005	2006
0.9770539117592852	0.003415350920041818	gsalpha	2005	2006
0.6652726724743843	0.006314215004799772	-dp	2005	2006
0.5930620461702347	0.01105891946021862	dementias	2005	2006
0.2199757820367813	0.00031156628845659617	programmes	2005	2006
0.7902739683445543	0.0057670665974269815	decisional	2005	2006
0.6242728850245476	0.0018986183362316791	founders	2005	2006
0.2943425607681274	0.00043703842232155517	inheritance	2005	2006
