token	local_dist	global_dist	shift
  	0.36361372395844893	0.6421423454115702	0.2785286214531213
 	0.18437892601702632	0.5671793210949057	0.38280039507787933
   	0.8581419627911756	0.8717127111110278	0.013570748319852166
    	1.2006640007126816	0.9027361417131708	-0.2979278589995108
     	1.0369543688486493	0.9143171065635863	-0.122637262285063
      	1.43738305436176	1.0130945024601903	-0.4242885519015698
       	1.3459844429915124	0.9349107440007429	-0.4110736989907695
        	1.5785762492993447	1.0801680242438225	-0.4984082250555222
         	1.420621835642208	0.9896023691856527	-0.4310194664565553
          	1.3621016079053294	0.9545218608302976	-0.40757974707503186
           	1.4604920098474148	1.000568558888872	-0.4599234509585428
            	1.4880867495960528	0.8970178468165997	-0.5910689027794531
             	1.0114246643952243	0.9226016995444504	-0.0888229648507739
              	0.8265527669412019	0.8970097520755527	0.07045698513435072
               	0.9011679989785818	0.8882274385675122	-0.012940560411069613
                 	1.492375212758518	1.0230834200776198	-0.46929179268089816
                	1.015294671791009	0.8855773108032605	-0.12971736098774844
                  	1.1695063959674854	1.0163273895003035	-0.15317900646718186
                   	0.794371932488612	0.9533675590194465	0.15899562653083443
                    	0.8073511870801546	0.9502552520282386	0.14290406494808394
                                 	0.4406446989452435	0.7932875385779172	0.35264283963267373
!	0.7680914596615916	0.7356768198949382	-0.032414639766653486
""""	0.07352586394607541	0.34365091995150876	0.27012505600543335
#	0.4554987542872989	0.7216955223794776	0.26619676809217874
$	0.06505279838738398	0.4212871715623645	0.3562343731749805
%	0.01885502991609278	0.20246128294972998	0.1836062530336372
'	0.07263435968328569	0.32965844469683825	0.25702408501355256
&	0.544000972935396	0.6360875441990492	0.09208657126365327
''	0.9146663202658551	0.8574645463277992	-0.05720177393805592
'll	0.4496343288335608	0.7984879165630511	0.34885358772949027
'cause	1.2926426610846717	0.8825973261704749	-0.4100453349141968
's	0.12392124550094108	0.4203961975885292	0.2964749520875881
've	0.6063647850959034	0.7274522569836066	0.12108747188770319
(:	0.3793302204155671	0.7996063833344316	0.4202761629188645
(	0.018047501010840183	0.18510599164050212	0.16705849062966194
(=	0.3679058413845778	0.6899512360682001	0.32204539468362225
)	0.011018615522271236	0.16391273007485319	0.15289411455258195
):	0.38847942552452397	0.5388686715365674	0.1503892460120434
*	0.1752362509038925	0.5933060402817001	0.4180697893778076
+	0.03360219385466168	0.29856801654417275	0.2649658226895111
+0.02	0.45913920627118365	0.6561579232794486	0.1970187170082649
+0.17	0.6139074990525506	0.7981400294065356	0.184232530353985
+0.25	1.1960242481498413	1.0211166415985538	-0.17490760655128756
+1	0.3463288323499739	0.5913816951713848	0.24505286282141092
+1.4	0.6562229669022993	0.7520991868465524	0.0958762199442531
+1.5	0.8887629612931284	0.9264744025538759	0.03771144126074755
+10	0.37942382428572863	0.600614636213094	0.22119081192736534
