token	global_dist	local_dist	shift
 	0.41983199389585946	0.08218691424414892	0.33764507965171053
  	0.443928375683894	0.06849284049786009	0.3754355351860339
   	0.34136695641824544	0.06807563263211447	0.27329132378613097
    	0.3268474108890862	0.06636244544248626	0.26048496544659994
     	0.3418836037101868	0.07067625532315447	0.2712073483870323
      	0.3321227497885456	0.06740217562806206	0.26472057416048356
       	0.35240361100028783	0.0711148869971816	0.2812887240031062
        	0.3308339311516194	0.06609313318650734	0.2647407979651121
         	0.34073441599228316	0.07164271409545386	0.2690917018968293
          	0.3461618591486212	0.0746583477028464	0.2715035114457748
            	0.3716951717145034	0.07774034579743605	0.29395482591706734
             	0.36158165243773677	0.0721634897320862	0.2894181627056506
               	0.3546993667149271	0.07105558815989022	0.28364377855503686
                	0.34227871685885125	0.06985414803945256	0.2724245688193987
                  	0.3335300588054607	0.064735053701523	0.2687950051039377
!	0.46511600031413647	0.12118443460361605	0.3439315657105204
""""	0.5476667593918485	0.17705269403870916	0.37061406535313934
#	0.47791947447029426	0.08987715176094035	0.3880423227093539
$	0.4311071202364041	0.09151073859790493	0.33959638163849915
%	0.32624100472636175	0.06989947400737084	0.2563415307189909
&	0.3913209184356221	0.06120575169565201	0.3301151667399701
'	0.507680299405636	0.18541129955637847	0.3222689998492575
''	0.6877651788168562	0.2550178067272797	0.4327473720895765
's	0.4409499241493485	0.11055883121824672	0.3303910929311018
(	0.6020832128058958	0.14739717743257574	0.4546860353733201
(=	0.50733454076693	0.0939189945709431	0.41341554619598686
)	0.47233380218914034	0.06208727311602258	0.41024652907311776
):	0.45096938022144983	0.08924973708321426	0.36171964313823557
*	0.6340280906307219	0.20513905140089472	0.42888903922982713
+	0.3123504099971426	0.0422455905263448	0.2701048194707978
+1	0.53550141987517	0.11916337393792009	0.4163380459372499
+2	0.534344724761822	0.13448331436664085	0.3998614103951812
+3	0.6112966127907109	0.12177541501024836	0.48952119778046255
+4	0.6404367388555976	0.22153255382295622	0.4189041850326414
+40	0.7638326688271959	0.5792082361150059	0.18462443271218998
+5	0.6748743180313398	0.16983224716340262	0.5050420708679372
+6	0.6539468066888334	0.1692168618198152	0.4847299448690182
,	0.4924185029310586	0.12056883851098321	0.3718496644200754
-	0.4508515933103622	0.1197559291164566	0.33109566419390557
--	0.7884105234541636	0.19195978262175006	0.5964507408324136
-/-	0.4146928345866425	0.08780344042499788	0.32688939416164464
-0.03	0.41536594696788365	0.08544712234930762	0.329918824618576
-0.04	0.4728419389142501	0.10169188995577572	0.37115004895847437
-0.05	0.43640839424601163	0.0935152189604207	0.34289317528559093
-0.07	0.47563581063880866	0.10838153831495945	0.3672542723238492
-0.08	0.42944806367410615	0.09126028703386302	0.33818777664024313
-0.09	0.48507625845344315	0.10808319023074564	0.3769930682226975
-0.1	0.43886113347555045	0.09374636076585985	0.3451147727096906
-0.10	0.4739435460423469	0.10150218603425432	0.3724413600080926
-0.11	0.4205823944324697	0.08998401903180275	0.33059837540066694
-0.12	0.43614796305584624	0.09713235569658807	0.3390156073592582
-0.13	0.4679929921484035	0.10340024428900696	0.36459274785939655
-0.15	0.46420999666308815	0.10078725348671547	0.3634227431763727
-0.17	0.4478124472638131	0.1022846823439495	0.3455277649198636
-0.18	0.44960572384833364	0.0931975672879507	0.35640815656038294
-0.19	0.46504824508277054	0.0980361105344324	0.36701213454833814
-0.2	0.4551277262086444	0.0856968146424757	0.3694309115661687
-0.21	0.4946474525616129	0.10104796460066723	0.3935994879609457
-0.22	0.46856280091176017	0.09633219589191688	0.3722306050198433
-0.24	0.48600817591758705	0.10661188208033756	0.3793962938372495
-0.25	0.5674143504776762	0.12606214682850514	0.44135220364917105
-0.27	0.4403298945804911	0.09165082568286065	0.34867906889763045
-0.28	0.5052141400592134	0.11346065977181619	0.3917534802873972
-0.29	0.43855825037175267	0.0865892265292737	0.35196902384247897
-0.3	0.4442199776541961	0.09803917459409284	0.34618080306010324
-0.30	0.45132233755027884	0.09133241253091606	0.3599899250193628
-0.33	0.4862229483070867	0.11189884066051214	0.37432410764657453
-0.35	0.4976347696410237	0.09703947127482915	0.40059529836619456
-0.36	0.48411688992979673	0.10063389648238574	0.383482993447411
-0.4	0.4346464267622909	0.08589117559853232	0.3487552511637586
-0.41	0.4969817959705407	0.09990091858379069	0.39708087738675
-0.43	0.46460662824230736	0.07808818738449075	0.3865184408578166
-0.44	0.4962910332039586	0.10104055301696402	0.3952504801869946
-0.46	0.5323060949766683	0.11552173245299913	0.4167843625236691
