token	local_dist	global_dist	shift
  	1.034352149347993	0.8192716457991747	-0.21508050354881836
   	0.3689231536827746	0.6622176309358881	0.29329447725311353
 	0.13671364820527576	0.5914600212791288	0.454746373073853
     	1.0343883184267857	0.8452296667466674	-0.18915865168011825
    	0.783747448525091	0.7554460458308264	-0.02830140269426462
      	0.809780233210349	0.9462556571275997	0.13647542391725076
       	0.5345792020818034	0.7114366110771349	0.17685740899533142
        	1.0257122236871101	0.9377200805909162	-0.08799214309619396
         	0.6573542068172392	0.7936260914714275	0.13627188465418827
          	0.9391200292655293	0.8829162352468485	-0.05620379401868081
           	0.7601499662343563	0.8121237743933575	0.05197380815900121
            	0.684966188510495	0.7580835196142041	0.0731173311037091
             	0.840085643999277	0.8557148014292489	0.01562915742997195
              	0.31381613623942195	0.745869756177042	0.43205361993762004
               	0.47379292123784833	0.7650516759794673	0.291258754741619
                	0.3372159015585605	0.6868583625158724	0.3496424609573119
                 	0.9520515990675913	0.8413918125995761	-0.11065978646801522
                  	0.7080865953932429	0.7983583782317589	0.090271782838516
                   	0.7085152929234233	0.8203281843963168	0.11181289147289353
                    	1.1229397323649115	0.856250925223317	-0.2666888071415945
                                 	0.1447525327266873	0.4648685775647432	0.3201160448380559
!	0.5781940229951732	0.6489326672783071	0.07073864428313392
""""	0.03249951738063506	0.3412442587602056	0.30874474137957053
#	0.33755638883066086	0.6696322023183924	0.3320758134877315
$	0.05263009738184832	0.30222476548018784	0.24959466809833952
%	0.016795765011330954	0.19871461503288634	0.1819188500215554
&	0.36525384320383136	0.5205908637610038	0.15533702055717247
'	0.049543124451384646	0.30073296067054534	0.2511898362191607
''	0.304112936790194	0.7101555225062292	0.40604258571603513
'll	0.36462363525801267	0.6658115032672819	0.3011878680092692
's	0.11086879901110569	0.43495032765818653	0.32408152864708084
've	0.40447405811555603	0.6244008481836523	0.21992679006809623
(	0.02157715363247481	0.20338561064916683	0.18180845701669202
(:	0.23192663399222868	0.6394945600772355	0.4075679260850068
(=	0.06778523942646164	0.45751535006274535	0.3897301106362837
)	0.01649131925501157	0.18204787997460836	0.1655565607195968
):	0.3001377529482805	0.4585755612268635	0.158437808278583
*	0.4726192982817419	0.6330960182674408	0.1604767199856989
+	0.026381329855559743	0.3041618303806538	0.27778050052509407
+0.17	0.5766109253806879	0.7909944483405844	0.2143835229598965
+0.25	1.0049256444568417	0.9130161331370537	-0.09190951131978808
+1	0.18322449185596046	0.5234130791624014	0.34018858730644097
+1.4	0.19281869112971672	0.6198741521094504	0.4270554609797337
+1.5	0.567804588125862	0.8095837203964548	0.24177913227059278
+10	0.3307061118328257	0.6050340016587356	0.27432788982590983
+100	0.310899693883513	0.6275702876765918	0.3166705937930788
+12	0.4516615336462809	0.4802077874442112	0.0285462537979303
+15	1.0429189992736994	0.9385277699989534	-0.10439122927474598
+2	0.7089832367378752	0.703674856243131	-0.005308380494744247
+2.0	0.4438028250435555	0.820683335540566	0.37688051049701055
+2.5	0.3004418173324168	0.6023346244379382	0.30189280710552135
+2.9	1.8982203873373897	1.2399258745415223	-0.6582945127958675
+200	0.3097781740008497	0.37669281534424803	0.0669146413433983
+24	0.40623818130630573	0.5695568397148696	0.16331865840856385
+3	0.8526949990111	0.8981406265164709	0.045445627505370845
+3.4	1.0560953814786984	0.9461199821035641	-0.10997539937513434
+3.5	0.37398243396279174	0.7641161884605896	0.39013375449779786
+32	1.1905643834389468	0.9464863374103962	-0.24407804602855054
+36	0.7261340622114534	0.8721921924663849	0.14605813025493153
+4	0.48241382802881605	0.6730377551169113	0.19062392708809528
+4.1	1.8200072505983513	1.2094174139605882	-0.6105898366377631
+40	0.2836098854803536	0.686644758920449	0.40303487344009536
+43	0.5109665727163336	0.7663616532657178	0.2553950805493842
+5	0.22913443238612952	0.6977866655215782	0.4686522331354487
+50	1.0659733465859333	0.8560165839723254	-0.20995676261360796
+6	0.3163722953016147	0.8127366849544788	0.4963643896528641
+62	0.5117794036285228	0.8517513623430205	0.3399719587144977
+7.3	1.4870751587690152	0.9881783652033216	-0.4988967935656936
+8	0.21319949200060972	0.6495012254110748	0.4363017334104651
,	0.09914989593059098	0.33247572838265904	0.23332583245206806
-	0.08005186018104149	0.3415277583218086	0.2614758981407671
-)-2	0.22314110311173985	0.5299931134883118	0.30685201037657195
-)-epicatechin	0.22351965822490016	0.5894070035511091	0.3658873453262089
-)-epigallocatechin	0.05166180424812472	0.3576565147284505	0.3059947104803258
--	0.44448570258598885	0.7317085298465362	0.2872228272605474
-.10	0.9234406059731053	0.7581207684627391	-0.16531983751036616
-.14	0.7966533041231705	0.8082506992469484	0.011597395123777887
-.17	1.6587275888244626	1.2022391220311373	-0.45648846679332533
-.20	0.8474770361762647	0.7828262064158766	-0.06465082976038805
-/	0.3353761059515189	0.6446185382112264	0.3092424322597075
-/-	0.18195536441979054	0.4682327970953243	0.28627743267553374
-0.03	0.5779310568488141	0.6604790398088529	0.08254798296003885
-0.04	0.09728091101603453	0.46309824606849703	0.3658173350524625
-0.05	0.6643367743596916	0.5516567928526452	-0.11267998150704639
-0.067	0.560595578599349	0.7414285554126918	0.18083297681334276
-0.07	0.09780113714447214	0.5229918946029412	0.425190757458469
-0.072	0.4619358025633642	0.8147063729358267	0.3527705703724625
-0.08	0.21564302396850787	0.5575935386619599	0.34195051469345206
-0.085	0.6432827721127807	0.7659939516155951	0.1227111795028144
-0.09	0.3325686458097772	0.5793400009520947	0.24677135514231752
-0.1	0.06117141334627285	0.41734948123177695	0.3561780678855041
-0.10	0.24458055895894992	0.6067091949449628	0.36212863598601286
-0.11	0.23470399433122313	0.4915771677287245	0.2568731733975014
-0.12	0.3969258841927784	0.6014923898778897	0.20456650568511126
-0.13	0.47543716198216746	0.786003477557289	0.3105663155751216
-0.145	0.1607613226298178	0.4744737183919102	0.3137123957620924
-0.15	0.24334067573043583	0.5970601128408719	0.3537194371104361
-0.17	0.2557742347715256	0.38176686607773513	0.12599263130620952
-0.18	0.3239042607472373	0.6345989019759215	0.3106946412286842
-0.19	0.4235897909431948	0.709058342156726	0.2854685512135312
-0.2	0.7126005978453283	0.6205859453865635	-0.09201465245876472
-0.21	0.5068996224949054	0.6934241309954354	0.18652450850053004
-0.22	0.11310226479680985	0.3813083979107008	0.26820613311389097
-0.226	0.7025627940721983	0.9535227395368945	0.25095994546469613
-0.24	0.3828875119715074	0.6448395060459213	0.26195199407441394
-0.25	0.18105533470696888	0.6016372467967579	0.420581912089789
-0.27	0.34102985527188534	0.6315477245786614	0.29051786930677603
-0.28	0.4721486359838952	0.7250662276402686	0.2529175916563734
-0.283	0.47058491820765347	0.79150577877473	0.3209208605670766
-0.29	0.31139857188025033	0.7160255051353184	0.40462693325506804
-0.3	0.05086582929919237	0.33934245526397744	0.28847662596478507
-0.30	0.32005203290829654	0.6536248022588211	0.3335727693505246
-0.31	0.2085026280001826	0.5481224076210001	0.33961977962081746
-0.326	0.3230215786617118	0.7725224042771244	0.4495008256154126
-0.33	0.16926536851350227	0.5017205488841416	0.33245518037063937
-0.330	0.3770384174274176	0.6263952477589687	0.2493568303315511
-0.35	0.08047540792045116	0.3825132876554872	0.30203787973503604
-0.355	0.6807093383697784	0.827258396091102	0.14654905772132354
-0.36	0.2266120731399569	0.47286628783010964	0.24625421469015274
-0.37	0.3156547144666393	0.5229176939553419	0.20726297948870265
-0.39	0.3634177219393263	0.6273275745263771	0.2639098525870508
-0.4	0.05883712847121725	0.3751217481088924	0.3162846196376752
-0.41	0.4544893889681957	0.6301024432615525	0.17561305429335683
-0.42	0.14668544074393752	0.511585083244977	0.36489964250103946
-0.43	0.46663793730872705	0.581743852172424	0.11510591486369692
-0.431	0.3553984213193353	0.7023965030578345	0.3469980817384992
