token	local_dist	global_dist	shift
  	1.0166337950020359	0.8731886872684607	-0.14344510773357522
 	0.159372064879163	0.6289409034492347	0.4695688385700717
   	0.43091671740010373	0.7498272304814677	0.318910513081364
    	0.6160139036018679	0.7922406679736309	0.176226764371763
     	0.5369244817685745	0.769749306087434	0.23282482431885942
      	0.8114798270416722	0.8922569549582974	0.08077712791662517
       	0.9980534893349238	0.8376065570625666	-0.16044693227235718
        	1.174986030930562	0.983915386031942	-0.19107064489862002
         	0.7711422750479376	0.8550070239854122	0.08386474893747453
          	0.7149475111435344	0.8110346239582183	0.09608711281468396
           	0.9153119301240286	0.9070582277670005	-0.008253702357028048
            	0.7588347435834599	0.8412897462259094	0.08245500264244943
             	0.8125763501639834	0.8782574831007994	0.06568113293681599
              	0.49235235974787606	0.8127864630947554	0.3204341033468794
               	0.4528964410677192	0.8079799625518824	0.3550835214841632
                	0.4768373291021558	0.7866005530088942	0.3097632239067384
                 	1.139858797286813	0.9542030593247179	-0.1856557379620951
                  	0.7953261476930431	0.8463191418642833	0.05099299417124015
                   	0.27796248392882283	0.7820808438166073	0.5041183598877844
                    	0.6226663983695386	0.842715294765862	0.2200488963963234
                                 	0.2547513023837312	0.5495693366094832	0.2948180342257519
!	0.710600467870999	0.6724604778049604	-0.03813999006603852
""""	0.051268851711113395	0.33139270233497864	0.28012385062386524
#	0.4636026056857926	0.6982540321485577	0.23465142646276516
$	0.034457096035236834	0.3521148422370588	0.31765774620182197
%	0.020368009753763183	0.20730952905106126	0.18694151929729808
&	0.4344089550594663	0.5935189293680672	0.15910997430860085
'	0.07088254621373269	0.30118940562015717	0.23030685940642448
''	0.5255085376714421	0.769160286420856	0.24365174874941387
'll	0.7239964624827884	0.8297938259580528	0.10579736347526447
's	0.09594893253354664	0.43173839439517414	0.3357894618616275
've	0.17663466312013731	0.6002039264347139	0.42356926331457656
(	0.01571735079938741	0.20037659238157357	0.18465924158218616
(:	0.23941035864393512	0.6704356621899662	0.4310253035460311
(=	0.1609806905898803	0.5887286284875604	0.42774793789768006
)	0.01504376605147617	0.17344876060555603	0.15840499455407986
):	0.3372551159250913	0.49903703785578957	0.1617819219306983
*	0.3616536605883306	0.6522801690349727	0.29062650844664206
+	0.021638352736945254	0.29996650844853745	0.2783281557115922
+0.02	0.7101307593938619	0.6311766456918451	-0.07895411370201688
+0.17	0.7724569636990523	0.8156660669332121	0.04320910323415983
+0.25	0.6464924544547097	0.7766712170976934	0.13017876264298367
+1	0.07926728381016723	0.44027207148110536	0.36100478767093813
+1.4	0.43477802065885707	0.8777561727860577	0.4429781521272006
+1.5	0.5790325180078268	0.787466611394385	0.20843409338655816
+10	0.373092826314547	0.6751415012394608	0.30204867492491383
+100	0.5629226620880496	0.8000010503621543	0.23707838827410466
+105	1.0637876156136716	0.9989446966780381	-0.06484291893563354
+12	0.46910181335415535	0.4968504792829046	0.02774866592874925
+15	1.286237908314285	0.9794589964049304	-0.3067789119093546
+2	0.5778421258203476	0.7226909365878764	0.14484881076752887
+2.0	0.3368928584521368	0.6552147918094717	0.31832193335733494
+2.5	0.33542342793734603	0.7018681209808411	0.36644469304349503
+2.9	1.4312943546476216	0.9424993605438923	-0.4887949941037293
+200	0.5532269549878446	0.6760299464538818	0.12280299146603724
+21	0.3818129508112039	0.7402374059024734	0.3584244550912695
+24	0.3861860008692487	0.6129764260040972	0.22679042513484848
+3	0.7473006440858434	0.8181891763118909	0.07088853222604752
+3.4	1.1030324402251028	0.9879935465993307	-0.11503889362577213
+3.5	0.5343286391486823	0.9352677264022451	0.40093908725356275
+32	0.6668297193749024	0.8317481286619266	0.16491840928702417
+3.6	0.5362176052066104	0.818814352377344	0.2825967471707336
+36	1.0763668130758004	0.9197960186970202	-0.1565707943787802
+4.1	0.12074876900027365	0.5427556929290335	0.4220069239287598
+4	0.4583283016217654	0.674119524869538	0.21579122324777256
+4.6	0.5129300166945162	0.7260699385295124	0.2131399218349962
+40	0.38735949663962044	0.6750555741705213	0.2876960775309009
+43	0.3526430968388313	0.7549805949968482	0.4023374981580169
+5	0.1649605125599346	0.6564638800966831	0.4915033675367485
+50	0.9536144296292931	0.8236991653746011	-0.12991526425469202
+6	0.4201517396676602	0.8406568592670146	0.42050511959935444
+60	0.42418726496428505	0.6406149706421149	0.21642770567782987
+62	0.6068680365861608	0.8987442746573734	0.29187623807121255
+8	0.4938967372771558	0.7739625341834446	0.28006579690628886
,	0.14142786926876472	0.3300283391577735	0.1886004698890088
-	0.08372298160040692	0.36423837260390357	0.28051539100349665
-)-2	0.473184818455758	0.7779477274388273	0.30476290898306935
-)-epicatechin	0.11347891966074741	0.41222041100596196	0.29874149134521455
-)-epigallocatechin	0.046406629267918165	0.34824048159116805	0.3018338523232499
--	0.5551564971823089	0.812385622898419	0.2572291257161101
-.10	0.9496193393107533	0.7717871853899996	-0.1778321539207537
