token	local_dist	global_dist	shift
  	0.47884556406905465	0.6479181527917319	0.16907258872267728
   	0.755010380190859	0.8209523029595542	0.06594192276869526
 	0.1725279069382396	0.5919869534619986	0.419459046523759
    	1.3673172870792702	0.8615800588863591	-0.5057372281929111
     	0.8382256487305545	0.8351327546704429	-0.003092894060111595
      	1.419599240057983	0.9534167368521038	-0.4661825032058793
       	1.3210581334550238	0.8770367226684642	-0.44402141078655954
        	1.5817524860455296	1.0102362494498993	-0.5715162365956303
         	1.4321954986506373	0.9337786673525172	-0.4984168312981201
          	1.3948162060026132	0.8820550459755565	-0.5127611600270567
           	1.3620571262604932	0.9126611805875663	-0.44939594567292696
            	1.551262268802198	0.8642892348607305	-0.6869730339414675
             	0.9105480356135756	0.8793295474296342	-0.03121848818394135
              	0.8313644267524689	0.8435848841851014	0.012220457432632448
               	0.8335787333499878	0.7790588047138145	-0.054519928636173276
                	0.8263614392858567	0.7305377796251598	-0.09582365966069695
                 	1.3026557233550822	0.9557564300728064	-0.34689929328227576
                  	1.0495032449601467	0.9905556378722133	-0.05894760708793334
                   	0.6871032554997119	0.8320392322390181	0.14493597673930625
                    	0.7894799583073309	0.8415017170497062	0.05202175874237536
                                 	0.5829909834867739	0.7780167096283499	0.19502572614157598
!	0.7967464005164292	0.7511714093003743	-0.045574991216054905
""""	0.062467322461662644	0.3469571449856882	0.28448982252402555
#	0.4707858285268288	0.7377410632933923	0.26695523476656347
$	0.06231177776929331	0.3958015274415837	0.3334897496722904
%	0.018692601276827814	0.2003110132196757	0.1816184119428479
&	0.3831287433076481	0.5954311323108998	0.2123023890032517
'	0.06923251959057874	0.2976958734323899	0.22846335384181116
''	0.4518704802105352	0.7852819374627173	0.33341145725218213
'cause	1.3027971940201108	0.9684889656888093	-0.3343082283313016
'll	0.5826444561761603	0.7851083263920251	0.20246387021586476
's	0.10005285738994762	0.4234842741013993	0.3234314167114517
've	0.212249779753504	0.6488760868676509	0.43662630711414685
(	0.02686933365873645	0.189844271980097	0.16297493832136056
(:	0.4671027626061426	0.8327403133237362	0.36563755071759363
(=	0.2621215359624729	0.6840633487553565	0.42194181279288356
)	0.012510697754889333	0.158840649658458	0.14632995190356868
):	0.46073347093629324	0.5428550951314343	0.08212162419514102
*	0.2174273222276527	0.5890461224987709	0.37161880027111815
+	0.03156575383538851	0.30472654140132593	0.2731607875659374
+0.02	1.2114131858307475	0.8613739855841195	-0.35003920024662805
+0.17	0.46742392870672367	0.8163921565935279	0.34896822788680426
+0.25	0.9912972777817904	1.0261984555637842	0.03490117778199375
+1	0.3026427634628678	0.5304587265268632	0.22781596306399543
+1.4	0.42934990370939596	0.8463178980563772	0.4169679943469813
+1.5	0.44321694058705063	0.8269551792124676	0.383738238625417
+10	0.4402187804861021	0.5933789639458944	0.15316018345979232
+100	0.5645221448107561	0.7737193064600572	0.20919716164930102
+105	0.5603052721798095	0.762796363778847	0.20249109159903744
+12	0.2550578484785513	0.49466393931931296	0.23960609084076168
+15	1.143234931139777	0.9949467879259013	-0.14828814321387562
+2	0.6264437576596213	0.7529811970177841	0.12653743935816275
+2.0	0.6543999744693711	0.8239532637904425	0.1695532893210714
+2.5	0.5062043336306694	0.847875690853146	0.34167135722247655
+2.9	0.3033756875713175	0.6280994959128332	0.3247238083415157
+200	0.5492059833699163	0.7570960719416611	0.20789008857174474
+21	0.7301554268707131	0.8285927608856738	0.09843733401496069
+24	0.33733813890906006	0.6049968723135613	0.2676587334045012
+3	0.874214422644618	0.890024123947914	0.015809701303295953
+3.4	1.1417108234978381	1.0264363052669383	-0.11527451823089985
+3.5	0.3109228423163535	0.6519856961793203	0.34106285386296686
+3.6	0.5371485338614198	0.7481358975500016	0.21098736368858184
+32	0.7338808519173028	0.8826883434365215	0.14880749151921868
+36	1.0129522267706514	0.9341851558575744	-0.078767070913077
+4	0.6312359562338288	0.7254651377856651	0.09422918155183635
+4.1	0.5917886715459654	0.7265085998463792	0.1347199283004138
+4.6	0.49688963341678716	0.6655155561927069	0.1686259227759197
+40	0.6947430563895602	0.754518635639508	0.05977557924994781
+43	0.5707558310781315	0.8078340157182385	0.237078184640107
+5	0.3562632966694882	0.755801925826871	0.3995386291573828
+50	0.7541321321795326	0.7809185147315936	0.026786382552061005
+6	0.27694972705316045	0.7782926211590864	0.5013428941059259
+60	0.6624297170088804	0.7054060623819868	0.04297634537310635
+62	0.8256044040885555	0.9075134413408265	0.08190903725227094
+7.2	0.7615951173670386	0.7062176547684804	-0.055377462598558136
+7.3	0.6843319418568015	0.8666333402153188	0.18230139835851733
+8	0.32677500659708036	0.6626748353205729	0.33589982872349256
,	0.13832585871619008	0.3363191314754276	0.1979932727592375
-	0.09000855664599483	0.3861644632264716	0.29615590658047675
-)-2	0.45367848590655213	0.57487420302391	0.12119571711735788
-)-epicatechin	0.18656822005768992	0.5025239317793135	0.3159557117216236
-)-epigallocatechin	0.10402857610361738	0.4154668742572408	0.31143829815362345
--	0.8940338606094215	0.9291390442469681	0.035105183637546666
-.10	0.8671737089279322	0.8653322665895837	-0.0018414423383484868
-.14	0.5399813631536289	0.8318638629502415	0.2918824997966126
-.17	0.669993208346457	0.8676091934642974	0.1976159851178404
-.20	0.64313527058538	0.7451175098072496	0.10198223922186955
-/	0.4870231110824923	0.8634020669377422	0.37637895585524994
-/-	0.24975048682989553	0.48279235021878686	0.23304186338889132
-0.03	0.7370332272936957	0.6925502332545633	-0.04448299403913236
-0.04	0.2527619273325521	0.5204978256565183	0.26773589832396616
-0.05	0.3118253117704005	0.49497631559800637	0.18315100382760585
-0.067	0.8360363161686248	0.9357893893343529	0.09975307316572801
