average_global_distance	average_local_distance	var_global_distance	var_local_distance	tok	year
0.14609163204828896	0.005976821316613049	0.0011008660664647446	1.5967423351603382e-05	ov-3	2001
0.3387265099419488	0.05174862411287092	0.005369525454237005	0.0009224288836427371	inconsequential	2001
0.08366727961434255	0.0023705614937675843	0.0004525551719623067	2.0418225620866057e-06	lv	2001
0.20517103804482353	0.009816798898908777	0.0017745704255518044	4.849932302299552e-05	else	2001
0.12888209422429397	0.003754512468973744	0.0014301006768975021	1.2069934022823327e-05	shipping	2001
0.24247509638468426	0.01776472462548146	0.0033728664852524866	0.00023017769148106802	pals	2001
0.022787274254692878	0.00023511383268564083	2.9429647529451132e-05	1.312079113889645e-08	dairy	2001
0.09347027805116438	0.002546746200985322	0.00037316036478421123	1.531178214315509e-06	sf	2001
0.2258185002538893	0.03763231039047237	0.005761226045232294	0.001266524612664202	garden	2001
0.10366648832956946	0.0026462713877359535	0.0005198647185700461	2.4644759748247888e-06	dye	2001
0.10290762980779009	0.0012651244799295623	0.0011663566818194543	1.7584967293120985e-06	kam	2001
0.04071808523601951	0.00037629736794361334	7.058293032180094e-05	6.106012128727343e-08	netherlands	2001
0.15791004896163938	0.006308461560143317	0.0010034915180361912	1.0300557573589409e-05	double-	2001
0.034517606099446575	0.0005482355753580222	5.015909628775087e-05	6.312575266065352e-08	addressed	2001
0.042018177774217354	0.000390395853254471	9.733651378903361e-05	2.0669331041673744e-08	threonine	2001
0.40058879454930624	0.08776312669118241	0.011053304327335887	0.008403064796936048	gossypium_hirsutum_l	2001
0.2761870370970832	0.04316159089406327	0.004216595676671944	0.0006542428032144838	effortful	2001
0.10245727565553449	0.0025625652737087177	0.0004814983816054773	3.4456262834734586e-06	residing	2001
0.24482212728924221	0.02041464381747771	0.005591252882407063	0.0007418312613405809	226.4	2001
0.36360926495658025	0.07327895694308807	0.01190923629000358	0.004994390213226569	mkk6	2001
0.09052088393105397	0.001943324671851209	0.00028093098841400227	8.374019005905085e-07	preceding	2001
0.1845881621042887	0.010446767012278195	0.0020892629506800136	8.587330688732845e-05	necrotic	2001
0.07881571716732445	0.0015319479836357487	0.00037093968005068746	6.230081314901154e-07	clarithromycin	2001
0.07243377632564965	0.001720470852322007	0.0002737904792380196	9.656546885174536e-07	digested	2001
0.15628287129931975	0.025231864717271554	0.0012150530718447656	0.00017574249426334244	proinsulin	2001
0.05824294620090057	0.000984308454725431	0.00011677856312193268	1.2977568830219104e-07	rp	2001
0.29713553984959923	0.049515026145511155	0.003716386320497552	0.001004390182891216	countrywide	2001
0.04561533000734112	0.0007644772529601534	6.107805364813228e-05	1.1553475625684334e-07	inverse	2001
0.20144123368793063	0.014402694172329327	0.0031149706318202852	0.0001527494234400109	bowman	2001
0.09214875830544361	0.0029517120785182782	0.0004817791506372577	4.110370277762707e-06	philippines	2001
0.3456393169032203	0.030482007397545665	0.00535474887631777	0.0007897997629048647	0.000001	2001
0.1732961217562357	0.00795757770538326	0.0019019473274995366	3.3272205421199964e-05	muc-1	2001
0.25851541625128854	0.022248098585340662	0.004345321874077888	0.00024492932481604734	1922	2001
0.11766364971796668	0.004119224018520727	0.000860970884570236	9.378198602914254e-06	108	2001
0.11548231310314598	0.0014873305956522177	0.0006515163344986793	8.778155554978117e-07	concert	2001
0.3261519942018721	0.04170165326860212	0.008192243474007743	0.0013641341586580888	matricellular	2001
