average_global_distance	average_local_distance	var_global_distance	var_local_distance	tok	year
0.09068723254733611	0.0019520190027024554	0.0003182058716966393	8.961725720514596e-07	lv	2003
0.21645969549814856	0.019614822334713358	0.0016593876608891704	0.00018027748935610578	else	2003
0.21406753725475736	0.02910583946439951	0.005087674911721875	0.001107978130211184	parasitization	2003
0.07501481639014346	0.001536650127834698	0.00013562086790602895	3.668218512148247e-07	dairy	2003
0.31898829340934753	0.040327028433481814	0.007900569024079436	0.0009656301643506521	humidified	2003
0.12800812058978606	0.006443154811859081	0.0005047081846443801	1.4229242765490269e-05	sf	2003
0.15936607254876026	0.012907543447282526	0.0016503578945710874	7.830909802842957e-05	candidacy	2003
0.08453880548477169	0.0010165307256910043	0.00023754047598452472	2.1274274021334343e-07	workability	2003
0.15307897196875675	0.01124380959404835	0.0014304420545045876	6.213891967129018e-05	garden	2003
0.09835960202746917	0.0023692991998460183	0.0004256816678900123	1.3002608431386896e-06	dye	2003
0.06434667905171708	0.0008137212859259133	0.00019433647577209778	1.3675325863145183e-07	netherlands	2003
0.24306257830725775	0.027763341532813145	0.0017348183456404643	0.00026059233743175043	double-	2003
0.34338749249776207	0.09367285172144568	0.005103029136956883	0.003353823247152201	1083	2003
0.06449013683531016	0.0010938856336805088	0.00011619703461067455	1.3237721203147248e-07	addressed	2003
0.22873268259896173	0.015556890434688943	0.001885103827623926	8.710552879304634e-05	0.496	2003
0.3630587054623498	0.10004354053073455	0.02200415368387433	0.015744471208097303	localises	2003
0.21132496992746988	0.015321124924553713	0.0032999064206129624	0.00016661514813027926	p=0.764	2003
0.08459097411897444	0.001437256071302573	0.00032211796197524026	4.0590838352026137e-07	threonine	2003
0.19447546402613322	0.006626628504859032	0.0021572798597176124	1.592726089150796e-05	fh	2003
0.13184190193812048	0.0045273012585109644	0.0007560410536399959	9.44368237703506e-06	residing	2003
0.10793999830881751	0.004160490300920225	0.0005263324929708169	9.585045362420982e-06	preceding	2003
0.13454257779651216	0.005703516801198277	0.0007618848197509816	8.508617226507613e-06	necrotic	2003
0.07409121592839554	0.001591576470269047	0.00034631840677137535	1.4902507626365921e-06	clarithromycin	2003
0.09259612030453149	0.001974205176035509	0.00028401380381022417	7.382669413876493e-07	digested	2003
0.10697629054387406	0.0035915931065876802	0.0010087955638251997	1.539670657033791e-05	rp	2003
0.3376961304081811	0.07584310902489552	0.009628020549723715	0.0044037243991030695	countrywide	2003
0.0688631627294752	0.0024347583452859973	0.0001971633672198366	9.542454354358663e-07	inverse	2003
0.14531292782889468	0.0036160959137810063	0.0016874725932565877	6.86452873542307e-06	humerus	2003
0.06905083258946733	0.001183685991499111	0.00017343711733802696	6.532591143511887e-07	philippines	2003
0.37337302168210346	0.11356715295049875	0.00797997253589813	0.008500711326964465	0.000001	2003
0.07194652822282575	0.0010148048400878467	0.00016339820609035952	2.108855895875798e-07	dectin-1	2003
0.1082759579022725	0.0027630408604939313	0.0005377861656101381	2.580114046300721e-06	108	2003
0.22592406007978652	0.008833151393466476	0.0024069636313652086	3.551071367092782e-05	lbr	2003
0.12811208566029864	0.00152265893088442	0.0011042003140882646	9.284786198136577e-07	ser43	2003
0.10641740163167315	0.0038334303432040226	0.000344141289716112	3.5139014298790846e-06	concert	2003
0.37371683054500154	0.08484515878889291	0.012666597295192438	0.005699570650515549	discretionary	2003
0.12439280351003007	0.00277875926759502	0.0007900906942169352	7.004512834396909e-06	mulv	2003
0.10514108339945472	0.00247670412063594	0.0007902298817545749	2.894263923533643e-06	informing	2003
0.29289386404885187	0.06220302051968041	0.003972287201490792	0.002615455030775395	matricellular	2003
0.13768450551562836	0.008745651774936206	0.001263318114161858	5.993243491401954e-05	accommodation	2003
0.12353718148337466	0.0021981636683145577	0.0007280741442113936	1.8090265846934939e-06	podosome	2003
0.1290611002180311	0.0029247376653882737	0.0006066383668973438	3.4156572594439882e-06	kini	2003
0.21424173911412556	0.01574741734398731	0.0014462688243525202	7.850918029616259e-05	mycoses	2003
0.3079794036017524	0.034244965182410304	0.006449082862748333	0.0004939134102587325	human_rhinovirus_14	2003
0.1394067221217685	0.004881942272186228	0.0007573325533543476	9.20333541807223e-06	intentionally	2003
0.04601313273111974	0.00059700012207026	8.658432295624796e-05	9.106462783847715e-08	selectively	2003
0.1820065379142761	0.025544644726647223	0.0021704371462274398	0.00023166582003497426	drilling	2003
0.10859627061420013	0.0014092286427815311	0.0007504951489266607	1.3105088099981215e-06	warehousing	2003
0.22087664074367946	0.011151569419436935	0.003856014505067521	8.462409590818453e-05	enterotoxigenic	2003
0.330593736966451	0.07413632472356156	0.008129254047180186	0.003074728012915545	cryoprecipitate	2003
0.1422327677408854	0.001247074868943909	0.001440205228602167	1.4463318576069542e-06	fights	2003
0.0567751049995422	0.0014840549892848865	0.0001046277146254699	5.331586366585276e-07	combined	2003
0.02232981257968474	7.907946904499408e-05	2.6009332626892682e-05	2.1304320322677783e-09	klinischen	2003
0.1277019408014085	0.002050926950242729	0.0006567712916408744	7.977544304486624e-07	lithography	2003
0.19496823019451562	0.00947820345560704	0.0010509279942367492	4.796716998997554e-05	rana_pipiens	2003
0.11392622258928083	0.0018343885739643777	0.001099024959572141	3.392150395819077e-06	h2o	2003
0.17874349885516694	0.0103691180547078	0.0029674662550213987	7.16239372158296e-05	prisma	2003
0.11424973938200204	0.0037837266921996577	0.0003857819666099034	3.1357061591090033e-06	gaba	2003
0.32217815981970893	0.091826319694519	0.010317613744989943	0.010424944817308953	homegrown	2003
0.11211306651433305	0.003352222177717369	0.0004993042043806721	2.876829854073303e-06	vascularity	2003
0.29958431985643175	0.03791992399427621	0.0044724715591425105	0.0006514264076633238	provoked	2003
0.15265538560019598	0.008475119537777317	0.0007965485585672127	2.9081204146359338e-05	execute	2003
0.194525855117374	0.013124929534064342	0.0011042576483779986	6.391208868495961e-05	invoking	2003
0.3117733074559106	0.07711724572711517	0.006970887688176976	0.003079439589808719	dois	2003
0.24294858508639866	0.025757691595289404	0.002858423188923467	0.0004062851385964375	hptlc	2003
0.3219576425022549	0.03330066336525807	0.00407650134032401	0.0004862322047869486	ap-4	2003
0.10069559680091006	0.00047649939854935776	0.0007096755446646955	9.989895014920717e-08	fallacies	2003
0.2245663563410441	0.014638159010145353	0.0022436769321710574	0.00016871325359765963	refugees	2003
0.30950455400678845	0.061706627739800304	0.007745475971930231	0.005669041732028053	normoxic	2003
0.20621991422441266	0.01537694401211204	0.003213245909501767	0.000201125214339461	myelinolysis	2003
