average_global_distance	average_local_distance	var_global_distance	var_local_distance	tok	year
0.13637469477123682	0.004680258697933574	0.0009633925841981154	8.037791988869338e-06	lv	2000
0.09195249213112722	0.0007877429326374887	0.0005173062009138427	2.7612644837896e-07	else	2000
0.13899990585115216	0.004684660169813319	0.000844816635222962	8.955938094452248e-06	shipping	2000
0.05612732966740922	0.0008119199011060376	0.00019103812203900996	2.286215693054417e-07	dairy	2000
0.09147427744335594	0.0032841814888847688	0.0003184961797380676	4.574995713901358e-06	sf	2000
0.26198945244153343	0.038303003046247654	0.009628175225187873	0.0016830563181966275	candidacy	2000
0.19547394778993393	0.007008634673224504	0.0030079554417991915	3.3656109261953e-05	bilharzia	2000
0.15761961009767317	0.004157650470733594	0.0009367692909818092	5.102730118046079e-06	garden	2000
0.04380650917689002	0.0004962642987568645	6.052080019135992e-05	2.985541878312335e-08	dye	2000
0.11819841199451019	0.0032886107762654143	0.000727442801129147	3.432161649704496e-06	netherlands	2000
0.36746025019221834	0.07126249869664505	0.010654695556059204	0.0036659736221175713	fudr	2000
0.2315771672460768	0.02277461290359492	0.0027517469474526907	0.0002898188013126756	double-	2000
0.05143149031533131	0.0017190164989894733	7.597566707316274e-05	9.134231748965762e-07	addressed	2000
0.44234953125317894	0.19575599796242185	0.01993075831085252	0.03038229713594086	diploidy	2000
0.06393545203738739	0.0011831296814812044	0.00011376946684407939	2.4945481813158017e-07	threonine	2000
0.22803233729468453	0.025429842207166833	0.002282685013051835	0.00020917432760745596	fh	2000
0.16300177441702945	0.0055832438998751665	0.0021745120468100888	1.7544018181345095e-05	nanogram	2000
0.12433055904176496	0.0029525359471638487	0.001437435934755493	6.771766850180127e-06	couplet	2000
0.1648372093836466	0.006803973515828401	0.0010364067676686282	1.538914917116725e-05	residing	2000
0.1091594987445407	0.0018305036756726869	0.0007062422788039687	8.267471746856698e-07	preceding	2000
0.15388325320349797	0.007636476887596932	0.0008230696325855513	1.8088872201564086e-05	necrotic	2000
0.125275973478953	0.0018839147355820846	0.0015003469285915748	3.253902998613915e-06	clarithromycin	2000
0.05482155084609981	0.0006709827317131467	0.00013479447600906906	1.3215528880830247e-07	digested	2000
0.08506939543618092	0.002691576215955898	0.0003674214015496724	1.8161619747785944e-06	proinsulin	2000
0.04947043789757618	0.0003822088241576689	0.00013280571612248087	8.102773269531939e-08	rp	2000
0.04461761315663652	0.001069858339097718	0.0001071767312341069	3.268378307798223e-07	inverse	2000
0.09772745105955331	0.0011963367462157733	0.0005572730511538371	3.5996541571295325e-07	humerus	2000
0.14177652464972598	0.0053811629613240075	0.0008633455367077305	1.25290955846127e-05	108	2000
0.08152252700593733	0.0011546360121832489	0.0003903238331381539	2.9058175535727057e-07	concert	2000
0.07834813329908578	0.0016508499781290246	0.000320257163631361	4.813219391053264e-07	mulv	2000
0.12604733705520627	0.002649044990539502	0.000652565199196652	1.6143004891786472e-06	informing	2000
0.11448767847485009	0.007603240013122503	0.0010999933641850036	9.292434000649841e-05	tarsi	2000
0.11060436434215966	0.004468972153133766	0.0005391579439443572	1.662015167764288e-05	podosome	2000
0.1401466329892476	0.0028815839025708887	0.0006583412591726615	1.4015719468898464e-06	snow	2000
0.15045451853010386	0.005985573927561395	0.0014525329684974759	1.4914031295695158e-05	intentionally	2000
0.048350075880686405	0.0005315356784396244	0.00011813642929199526	6.042638710543293e-08	selectively	2000
0.45107309420903524	0.13651600413852263	0.00819027404861164	0.010425441879127206	drilling	2000
0.2337395707766215	0.018844322363535514	0.0031968815352929414	0.00014333924924844483	enterotoxigenic	2000
0.049207241005367656	0.0010393420855203755	8.692810375420571e-05	3.284336723810301e-07	combined	2000
0.10695578124788069	0.0024373690287271643	0.0005137906279505706	1.7275665987565581e-06	h2o	2000
0.052307181888156425	0.0015096929338242798	0.0001423640997634239	4.909735212846099e-07	gaba	2000
0.14232654041714135	0.008524701330396817	0.0011628714891011506	1.9320623600258198e-05	vascularity	2000
0.10007337066862314	0.0009296456972757556	0.0005651722324950259	5.554541117981537e-07	provoked	2000
0.2379808783531189	0.022278401586744472	0.00376630247015511	0.00048753709106448914	execute	2000
0.18908848762512204	0.03909667730331417	0.0028672036620124514	0.0012549972450548493	subvolume	2000
0.4711233596007029	0.1547165109051598	0.00866105633359755	0.021338063410282108	lolliguncula_brevis	2000
