disease	gene	class	score
MESH:D019337	25	1	0.11148157715797424
MESH:D019337	27	1	0.1464458853006363
MESH:D019337	54	1	0.135160893201828
MESH:D019337	113	1	0.134199321269989
MESH:D019337	142	1	0.150335431098938
MESH:D019337	207	1	0.14420072734355927
MESH:D019337	213	1	0.09620316326618195
MESH:D019337	238	1	0.16201543807983398
MESH:D019337	240	1	0.05175665393471718
MESH:D019337	249	1	0.13455644249916077
MESH:D019337	250	1	0.020535243675112724
MESH:D019337	251	1	0.10336706042289734
MESH:D019337	290	1	0.2056548148393631
MESH:D019337	302	1	0.10958744585514069
MESH:D019337	307	1	0.0772729441523552
MESH:D019337	308	1	0.08943207561969757
MESH:D019337	309	1	0.06262136250734329
MESH:D019337	329	1	0.10102313756942749
MESH:D019337	330	1	0.0742700919508934
MESH:D019337	331	1	0.12443680316209793
MESH:D019337	332	1	0.017062753438949585
MESH:D019337	355	1	0.22722533345222473
MESH:D019337	356	1	0.22571995854377747
MESH:D019337	366	1	0.04931722208857536
MESH:D019337	367	1	0.1569633036851883
MESH:D019337	406	1	0.060104019939899445
MESH:D019337	440	1	0.035676274448633194
MESH:D019337	472	1	0.2555236518383026
MESH:D019337	481	1	0.023379357531666756
MESH:D019337	495	1	0.1112876906991005
MESH:D019337	545	1	0.09242203831672668
MESH:D019337	572	1	0.06194151192903519
MESH:D019337	578	1	0.1585591584444046
MESH:D019337	581	1	0.19973593950271606
MESH:D019337	595	1	0.3173657953739166
MESH:D019337	596	1	0.29475733637809753
MESH:D019337	598	1	0.20692214369773865
MESH:D019337	602	1	0.17557905614376068
MESH:D019337	604	1	0.327330619096756
MESH:D019337	613	1	0.1481543779373169
MESH:D019337	639	1	0.05483827739953995
MESH:D019337	643	1	0.10454948991537094
MESH:D019337	648	1	0.1039506122469902
MESH:D019337	654	1	0.042282480746507645
MESH:D019337	664	1	0.06599126011133194
MESH:D019337	673	1	0.10140679776668549
MESH:D019337	694	1	0.035893842577934265
MESH:D019337	695	1	0.23367413878440857
MESH:D019337	768	1	0.01055840216577053
