token	global_dist	local_dist	shift
 	0.6207121077054385	0.15071794909823044	0.46999415860720806
  	0.422978749601681	0.06337250505674752	0.3596062445449335
   	0.4460984530406301	0.0567285535937222	0.3893698994469079
    	0.6404169835699616	0.1908094816480267	0.4496075019219349
!	0.3738297203026224	0.05610091737881007	0.31772880292381234
""""	0.3944171872331249	0.05613031668950941	0.3382868705436155
#	0.45671904622407733	0.09458313656269934	0.362135909661378
$	0.34800087480015307	0.06384022756112717	0.2841606472390259
%	0.3337362434668397	0.04927568593043141	0.2844605575364083
&	0.35885981443434933	0.05134533421564669	0.30751448021870265
'	0.39304035767224654	0.07357027408699257	0.31947008358525397
's	0.42128937423981483	0.06577533732214969	0.35551403691766514
(	0.44961600630737	0.06024043948066471	0.38937556682670527
)	0.4600607053984457	0.05495601464348299	0.4051046907549627
):	0.32398251875652195	0.03873577824479968	0.2852467405117223
*	0.40325155511624367	0.045950640305502444	0.3573009148107412
+	0.31837440560519525	0.03658341915513452	0.28179098645006073
,	0.5001476747697371	0.190039897526058	0.3101077772436791
-	0.4047001163161835	0.029026633038979788	0.37567348327720373
--	0.5024995512161591	0.03383978260079268	0.4686597686153664
-/-	0.4342259771205387	0.13583150356072604	0.29839447355981263
-0.1	0.4107459330600183	0.053577661182046654	0.3571682718779716
-0.4	0.4020258673136887	0.08336976426803744	0.3186561030456513
-1	0.4742898271643723	0.11358756680054716	0.36070226036382513
-1.0	0.42784759482393875	0.06844169717132187	0.3594058976526169
-1.2	0.463285291102127	0.11068081745081726	0.35260447365130976
-10	0.45445392925838557	0.07459959651434844	0.3798543327440371
-100	0.5232769446226844	0.04902133821002863	0.47425560641265574
-12	0.44414247759799497	0.0808918413519566	0.36325063624603837
-2	0.36597910632645114	0.062074039655194535	0.3039050666712566
-3	0.37304238341892626	0.05485960177011184	0.3181827816488144
-4	0.43645029447659334	0.07160713033930477	0.36484316413728857
-40	0.6133163508661965	0.0748140572389061	0.5385022936272904
-5	0.4192515783072259	0.06564075039643524	0.3536108279107907
-6	0.4458259037840503	0.07468343794721388	0.3711424658368364
-60	0.5250242395441815	0.13389258867808296	0.3911316508660986
-7	0.46264163472876907	0.09857616238465639	0.3640654723441127
-8	0.37389127103853115	0.057270900383948775	0.3166203706545824
-80	0.4642216990965219	0.11132795388829286	0.352893745208229
-9	0.40562531031977866	0.0796450863660092	0.32598022395376947
-activated	0.31516533036755945	0.01523972676598373	0.2999256036015757
-b	0.47066052055620333	0.09706699101874228	0.37359352953746106
-binding	0.34647720956998385	0.04483263152957884	0.301644578040405
-dependent	0.27944264545546904	0.024723178964221826	0.2547194664912472
-ii	0.7721033388997951	0.2045071585958721	0.567596180303923
-independent	0.3997810147206472	0.05490378800990792	0.3448772267107393
-induced	0.3818540267340331	0.025569434702378047	0.3562845920316551
-negative	0.5626630877619127	0.09203781954517398	0.47062526821673867
.	0.6453435392082092	0.287490594080247	0.3578529451279622
..	0.3897931388525784	0.017134656455887298	0.3726584823966911
...	0.5357057180721067	0.0852441423823933	0.45046157568971334
.001	0.4591761907755083	0.12567005925908992	0.3335061315164184
/	0.3555102553839561	0.05654856618383408	0.298961689200122
/+	0.4532771431935191	0.06897262564807882	0.38430451754544026
/-	0.3334971645725694	0.05740537365439735	0.27609179091817204
0	0.3468827645103826	0.05660616756678005	0.2902765969436025
0.00	0.4351194629651265	0.02887350018782242	0.40624596277730407
0.0001	0.47358780621221197	0.10588284216363752	0.36770496404857445
0.0002	0.39791882517996824	0.03278397981299197	0.36513484536697627
0.0003	0.44684026561549295	0.033196097540945546	0.4136441680745474
0.0005	0.3516389492873876	0.02835956312915988	0.3232793861582277
0.0006	0.25482911991778223	0.010844037233990078	0.24398508268379215
0.001	0.45313243829785066	0.09692624311568465	0.356206195182166
0.002	0.4852818413950216	0.10005417525174498	0.38522766614327664
0.003	0.44919774461283846	0.06099678298807509	0.38820096162476336
0.004	0.44795280395979087	0.06291722845914172	0.38503557550064915
0.005	0.4336493482707049	0.06924521064528921	0.3644041376254157
0.006	0.4286586776254053	0.07245515235988365	0.3562035252655217
0.007	0.34390243864357783	0.04285811037445786	0.30104432826912
0.008	0.45125003592616786	0.05989040646613075	0.3913596294600371
0.009	0.4240210665414448	0.04462694539544465	0.37939412114600013
0.01	0.36125987952784455	0.06685373302659259	0.29440614650125196
0.010	0.3839607724429991	0.014095745740380639	0.36986502670261845
0.011	0.35699709731511353	0.027580057556842896	0.32941703975827064
0.012	0.37444866876625593	0.04972775349071357	0.32472091527554237
0.016	0.4316903184162424	0.02597340092996725	0.40571691748627514
0.018	0.36587726377064544	0.029476579830329364	0.3364006839403161
0.019	0.46638997975255914	0.028335094334812738	0.4380548854177464
0.02	0.41525321566311213	0.05811451150874891	0.3571387041543632
0.022	0.40931007900076477	0.03992433980692289	0.3693857391938419
0.025	0.5076592305124689	0.1406049126583142	0.36705431785415465
0.026	0.335583503739035	0.018360689762388693	0.3172228139766463
0.028	0.41051865294275813	0.03842071881004161	0.3720979341327165
0.029	0.5508136884451811	0.07946731066199553	0.47134637778318556
0.03	0.42796403019321805	0.05132810233380802	0.37663592785941
0.031	0.4043929234917176	0.02879518391885194	0.3755977395728657
0.034	0.40421313679898174	0.02754930176242998	0.37666383503655176
0.036	0.577370335678145	0.08208354693780873	0.49528678874033627
0.037	0.4436395911652863	0.03149982172195975	0.41213976944332653
0.04	0.33157060057823085	0.034154021054736305	0.29741657952349454
0.041	0.29839313550798985	0.01184943215009926	0.2865437033578906
0.042	0.34346896999249366	0.018672847226729683	0.324796122765764
0.044	0.4260436854193115	0.03927295313408996	0.3867707322852215
0.045	0.48274751851017816	0.03424483720628091	0.44850268130389725
0.046	0.4465790004513176	0.04835228661954272	0.3982267138317749
0.047	0.5096845550969912	0.049029584193937104	0.4606549709030541
0.05	0.3911854819584062	0.07952849049148059	0.3116569914669256
0.051	0.5988585997765026	0.03888454870364977	0.5599740510728528
0.06	0.304723680918797	0.033248732755881694	0.2714749481629153
0.07	0.3078119506343321	0.033688203108242276	0.2741237475260898
0.08	0.37289693673199487	0.04287774652400611	0.33001919020798876
0.09	0.294872433096686	0.029396260254306084	0.2654761728423799
0.1	0.33794395539245603	0.04574311263221764	0.2922008427602384
0.10	0.34936263867580564	0.03213282956398067	0.31722980911182497
0.11	0.3608597274144829	0.03419814751555106	0.32666157989893185
0.12	0.4217083528807303	0.06977192218672568	0.3519364306940046
0.125	0.39045661206803084	0.032460622891895	0.35799598917613584
0.13	0.26194784756926337	0.026732686971552733	0.23521516059771064
0.14	0.2847400155748564	0.030885592965675723	0.2538544226091807
0.15	0.30517365356047144	0.030103849645614744	0.2750698039148567
0.16	0.3236351491020333	0.03892364674448068	0.2847115023575526
0.17	0.3489640338011255	0.04186196885018123	0.3071020649509443
0.18	0.3073732090832134	0.035710253795720015	0.2716629552874934
0.19	0.3901029301879563	0.058815851043025225	0.33128707914493105
0.2	0.32903541318584983	0.046164078339566594	0.28287133484628324
0.20	0.30210616873255236	0.027129860417307028	0.27497630831524533
0.21	0.2820951459980411	0.02567499674001006	0.256420149258031
0.22	0.34618887001097953	0.03402117532414095	0.3121676946868386
0.23	0.3339571297237307	0.03968006923855627	0.29427706048517444
0.24	0.36668958399435747	0.04344326674343779	0.3232463172509197
0.25	0.3108853574262027	0.03798868847435355	0.27289666895184916
0.26	0.3544150028477643	0.03384660342922885	0.32056839941853543
