token	global_dist	local_dist	shift
 	0.5283434470903463	0.10163510929849873	0.4267083377918476
  	0.5782544871633319	0.1251865708308828	0.45306791633244914
   	0.35861276995066194	0.05754822933914083	0.3010645406115211
    	0.35901601311332976	0.051808935290784675	0.3072070778225451
!	0.43171322209742247	0.0663077568666327	0.36540546523078976
""""	0.5471163487356692	0.09832067225904617	0.448795676476623
#	0.46118128734305075	0.06959913859221278	0.39158214875083797
$	0.3668870561707398	0.0574752914917106	0.3094117646790292
%	0.32921727277523694	0.04633681160508807	0.28288046117014887
&	0.45345506370281596	0.07825031925916492	0.37520474444365104
'	0.4880577126516502	0.11188991788139624	0.37616779477025397
's	0.45732567500421395	0.07927418123356555	0.3780514937706484
(	0.4838121292683144	0.08468144170472602	0.3991306875635884
)	0.4289584084206408	0.06570010465455589	0.3632583037660849
):	0.4315180892552175	0.08429748491872269	0.3472206043364948
*	0.514021157458706	0.09321648558195517	0.42080467187675086
+	0.3581658517720253	0.06612921382382742	0.2920366379481979
,	0.45572092225529637	0.07680748072552446	0.3789134415297719
-	0.4117571600292731	0.10157723926620466	0.31017992076306844
--	0.7216466449571703	0.2729737821984002	0.44867286275877016
-/-	0.40296832272932526	0.09030646986944646	0.3126618528598788
-0.1	0.4432107834444573	0.08516543989640435	0.35804534354805295
-0.4	0.46104654515906496	0.1002036644771429	0.36084288068192205
-1	0.46450696015267623	0.11827129895535238	0.34623566119732385
-1.0	0.43378648318573454	0.0817014972706892	0.35208498591504533
-1.2	0.4336836286748792	0.08952408638687659	0.3441595422880026
-10	0.48124902453926166	0.11071799344334154	0.3705310310959201
-100	0.528592547096951	0.10645809055538002	0.422134456541571
-12	0.4399479871323764	0.10551019513559778	0.3344377919967786
-2	0.4267220993778078	0.10491817570257134	0.32180392367523647
-3	0.43788336542528594	0.10723984087289717	0.33064352455238877
-4	0.4310402386708435	0.10998734772135599	0.3210528909494875
-40	0.44479823626677095	0.08320865875124372	0.3615895775155272
-5	0.49029568021981695	0.11963218930432795	0.370663490915489
-6	0.41161422179816076	0.09253160509633729	0.3190826167018235
-60	0.5175180917076159	0.10521955850802933	0.41229853319958654
-7	0.42367704980088206	0.10022596646899173	0.3234510833318903
-8	0.4710561979648039	0.11434066997409009	0.3567155279907138
-80	0.490291301212033	0.10880372923544201	0.381487571976591
-9	0.4549761687967714	0.11450090252931966	0.3404752662674517
-activated	0.4779837542748572	0.08222879641698255	0.3957549578578746
-b	0.5153305122540648	0.09710986777579933	0.41822064447826546
-binding	0.5290203539937117	0.09738926445883866	0.43163108953487306
-dependent	0.4591407901957557	0.07089968345416442	0.3882411067415913
-ii	0.4439392672292811	0.048767238721118544	0.3951720285081626
-independent	0.4928120755934944	0.1368042585314415	0.35600781706205287
-induced	0.5419279888881993	0.09726048274677834	0.4446675061414209
-negative	0.49690624156633434	0.10181533391017483	0.3950909076561595
.	0.5836835496954352	0.1801612977932362	0.40352225190219904
..	0.6795032572733578	0.14602288404435593	0.5334803732290019
...	0.5441989773841567	0.11143056560877962	0.43276841177537706
.001	0.5141114402046658	0.17368922615570637	0.34042221404895945
/	0.3745054253850889	0.02895570573125905	0.34554971965382986
/+	0.4783119385064706	0.12737328841587958	0.350938650090591
/-	0.5355721733326786	0.13725314588203918	0.3983190274506394
0	0.46831345179797157	0.10048158295983334	0.36783186883813823
0.00	0.43878620255539535	0.06253553538588397	0.3762506671695114
0.0001	0.5434559685570567	0.16019671765575827	0.3832592509012984
0.0002	0.5783948551231278	0.14424652850565012	0.4341483266174777
0.0003	0.5690353994792563	0.13768784009276214	0.43134755938649416
0.0005	0.5605010080804689	0.13494683170210864	0.42555417637836024
0.0006	0.6050542304109447	0.14804206312418744	0.4570121672867573
0.001	0.5582659681467411	0.16309098649107723	0.3951749816556639
0.002	0.5338724346083501	0.14658941211271181	0.3872830224956383
0.003	0.5007058699531257	0.1363938082121703	0.36431206174095543
0.004	0.5175401804357194	0.13922429601264852	0.37831588442307085
0.005	0.5494967919795326	0.1597811373983682	0.3897156545811644
0.006	0.47087391556481795	0.12022384731749491	0.35065006824732303
0.007	0.5239938851889643	0.13328141622217715	0.39071246896678713
0.008	0.5343831272951038	0.14586724020248454	0.3885158870926193
0.009	0.5433639215924966	0.15654514782806295	0.38681877376443363
0.01	0.4792846310620785	0.13740144878978422	0.3418831822722943
0.010	0.5309838842103476	0.13046660428240875	0.40051727992793884
0.011	0.5135577565582435	0.12949076781298618	0.38406698874525735
