token	global_dist	local_dist	shift
 	0.48617874719428333	0.08003703834459652	0.4061417088496868
  	0.43043333083598134	0.10690088958339405	0.3235324412525873
   	0.44130960733852587	0.03606220107058056	0.4052474062679453
    	0.2656837223241827	0.019511123435180466	0.24617259888900223
!	0.4387680523261308	0.039996422845544055	0.39877162948058675
""""	0.2015421965013392	0.02022215493709223	0.18132004156424697
#	0.4260632774138716	0.12618321026606205	0.29988006714780957
$	0.20666620418017845	0.01725259628269271	0.18941360789748574
%	0.19686156106866415	0.01414945499870468	0.18271210606995947
&	0.3295819136877004	0.03536486225412572	0.2942170514335747
'	0.35340297577376567	0.060576283694918076	0.2928266920788476
's	0.3258103047869815	0.04458499792766224	0.28122530685931924
(	0.368600570176461	0.03903301622760691	0.32956755394885406
)	0.3551895112418795	0.03535831451807936	0.3198311967238001
):	0.28250667166738797	0.02726259413018972	0.25524407753719824
*	0.3793675094845338	0.06924866347397762	0.31011884601055617
+	0.24533369763987356	0.01677481094297817	0.2285588866968954
,	0.36754248036344384	0.06325860379426584	0.304283876569178
-	0.24502617283513672	0.020732041947857938	0.2242941308872788
--	0.2923476277151852	0.024319082906985368	0.2680285448081998
-/-	0.32394614855785353	0.0389307568730759	0.28501539168477763
-0.1	0.41281842067885555	0.04343934787306725	0.3693790728057883
-0.4	0.31260743728415663	0.03896301564046012	0.2736444216436965
-1	0.28995180860163383	0.039718949797466596	0.25023285880416724
-1.0	0.7146334505006537	0.20087250098995535	0.5137609495106984
-1.2	0.2784225024223256	0.02970361620018025	0.24871888622214533
-10	0.3285896080049463	0.06292454085961408	0.2656650671453322
-100	0.48931560285993636	0.056626052662221094	0.43268955019771527
-12	0.3645060432593019	0.04831203177074539	0.3161940114885565
-2	0.305858511121885	0.03712970364041124	0.26872880748147376
-3	0.24766027239445143	0.022279650922143568	0.22538062147230786
-4	0.4029768948631104	0.06677047866889929	0.3362064161942111
-40	0.40930325608429485	0.03438792935592383	0.374915326728371
-5	0.5340134141480071	0.11233842364515545	0.4216749905028516
-6	0.6808469412954181	0.21777505993509072	0.4630718813603274
-60	0.4377118642096087	0.08471108383536108	0.35300078037424765
-7	0.5578587922332685	0.10563509481938793	0.4522236974138806
-8	0.4646178215995376	0.0747483500185685	0.3898694715809691
-80	0.4558772387920764	0.06519290062102778	0.39068433817104864
-9	0.31131876416644133	0.04244428163206049	0.26887448253438084
-activated	0.2375918187478222	0.018352046964151825	0.21923977178367038
-b	0.5965641292159348	0.13810525588352207	0.45845887333241275
-binding	0.5141640458407053	0.0980172304830439	0.4161468153576614
-dependent	0.3809049743778824	0.07723442215494292	0.3036705522229395
-ii	0.44474078764770175	0.04054383532111894	0.4041969523265828
-independent	0.31938936189797684	0.036706782556304995	0.28268257934167185
-induced	0.33432992568489805	0.04719075076111012	0.28713917492378793
-negative	0.48108965479815347	0.07519956892251167	0.4058900858756418
.	0.3922570766708636	0.05225697920239869	0.34000009746846493
..	0.5973677670776367	0.2250555135626663	0.37231225351497044
...	0.31451930829030006	0.026478075559626224	0.28804123273067384
.001	0.3196553314884062	0.034864035301444996	0.2847912961869612
/	0.2676037751296044	0.02370940010406497	0.24389437502553946
/+	0.5361414512837207	0.07721135877750673	0.45893009250621397
/-	0.24898095524055064	0.02257706904244683	0.2264038861981038
0	0.22420766223225075	0.022577386097140772	0.20163027613510998
0.00	0.9282460856422545	0.28939946826059815	0.6388466173816564
0.0001	0.28553245372306857	0.03490171005568776	0.2506307436673808
0.0002	0.5014955256283675	0.10000619654537202	0.4014893290829955
0.0003	0.41927591992735525	0.0521395943144245	0.36713632561293075
0.0005	0.7419851773980517	0.20373113150570032	0.5382540458923514
0.0006	0.8022109858532468	0.2629331804699284	0.5392778053833184
0.001	0.2706549977389998	0.032191329599977836	0.23846366813902198
0.002	0.3543385146443455	0.0402987313702059	0.3140397832741396
0.003	0.3970159279662253	0.05940755122607633	0.337608376740149
0.004	0.2954989515095472	0.025394002931872994	0.2701049485776742
0.005	0.3333040842799121	0.04919570004819718	0.2841083842317149
0.006	0.4347659304799698	0.05030212999454542	0.3844638004854244
0.007	0.3198484633303291	0.03570488779164527	0.28414357553868386
0.008	0.2758754696196951	0.02546720506652056	0.25040826455317455
0.009	0.4170823983605585	0.06649173376353179	0.3505906645970267
0.01	0.2807665863684622	0.034903465900608444	0.24586312046785375
0.010	0.5321137552176933	0.09161883259079284	0.4404949226269005
0.011	0.5355010077637055	0.08676664093180486	0.4487343668319006
0.012	0.3552703839409874	0.026624091573079545	0.3286462923679079
0.016	0.4477493004756192	0.05214715914325474	0.3956021413323645
0.018	0.441708595514855	0.06451803599578121	0.37719055951907376
0.019	0.45668794553133774	0.05086256314491766	0.4058253823864201
0.02	0.3015845319795051	0.0316755909449159	0.2699089410345892
0.022	0.49058448677421973	0.07367188981560668	0.41691259695861305
0.025	0.46404831027365157	0.08610727190398604	0.3779410383696655
0.026	0.6496910390316218	0.13828116361612974	0.5114098754154921
0.028	0.48525106043967303	0.07528255198408773	0.4099685084555853
0.029	0.6870682739719989	0.16014571479371842	0.5269225591782805
0.03	0.250760412552234	0.023724252607831398	0.22703615994440263
0.031	0.48224279617580856	0.05871360286038718	0.4235291933154214
0.034	0.5627384274419407	0.08280980765047319	0.4799286197914675
0.036	0.3710314756838874	0.027857812781484248	0.34317366290240314
0.037	0.4049416679006591	0.04648532532698735	0.35845634257367176
0.04	0.2453192551222806	0.022504585881982786	0.2228146692402978
0.041	0.6609371436963514	0.24180786277999067	0.4191292809163607
0.042	0.5666557622189577	0.07985306800146486	0.4868026942174929
0.044	0.44667788696782984	0.043022475689156514	0.4036554112786733
0.045	0.519458422192117	0.11144682466863165	0.40801159752348537
0.046	0.36581363738690664	0.046503751905024315	0.3193098854818823
0.047	0.5951313572796078	0.10753098093246471	0.48760037634714304
0.05	0.25101612400519613	0.028636545889815013	0.22237957811538112
0.051	0.6235237873366365	0.1156765259823358	0.5078472613543007
0.06	0.27730722604676894	0.021763281295017367	0.2555439447517516
0.07	0.33498767111141814	0.042350642164935115	0.292637028946483
0.08	0.3153104834425722	0.027733224391810474	0.2875772590507617
0.09	0.3314443689842761	0.031690567183415896	0.2997538018008602
0.1	0.23507314437686677	0.02215498084294676	0.21291816353392
0.10	0.3461724336180514	0.03184176887893819	0.3143306647391132
0.11	0.23100998357253133	0.022377538857696444	0.20863244471483489
0.12	0.32849262618035324	0.0334084578784809	0.29508416830187234
0.125	0.8069267517298802	0.5459365260845861	0.26099022564529406
0.13	0.23724109255501635	0.020611168554219184	0.21662992400079717
0.14	0.2567384973764302	0.024950274165395747	0.23178822321103443
0.15	0.21713269186673356	0.018627155340331325	0.19850553652640224
0.16	0.272898867649194	0.029126564067849414	0.2437723035813446
0.17	0.2747214950601058	0.021904861075428106	0.2528166339846777
0.18	0.2689387429829643	0.02583026821411294	0.24310847476885133
0.19	0.2895729321443409	0.02405850005568977	0.2655144320886511
0.2	0.239885711555058	0.020194469791630087	0.2196912417634279
0.20	0.27411092460635444	0.027879242591793862	0.24623168201456058
0.21	0.2880252627586166	0.031398702198741524	0.2566265605598751
0.22	0.21863491544485314	0.01898097625628503	0.1996539391885681
0.23	0.33452928414607985	0.034232191917962895	0.30029709222811696
0.24	0.3036496965627824	0.029011936961812257	0.27463775960097014
0.25	0.23110199152975575	0.023012580722082454	0.2080894108076733
0.26	0.3441548909625918	0.0450871102025574	0.2990677807600344
0.27	0.30292016919885856	0.029382952277168584	0.27353721692169
0.28	0.31641364109456693	0.028016381214714836	0.2883972598798521
0.29	0.3049916221444442	0.03244111400305949	0.2725505081413847
0.3	0.2439320474239407	0.021395003051545514	0.2225370443723952
0.30	0.26452776475458295	0.024322252074057027	0.24020551268052592
