token	global_dist	local_dist	shift
 	0.4641541029371846	0.06682972546219257	0.39732437747499205
  	0.5039000971443999	0.0855265712973049	0.418373525847095
   	0.3788495697528763	0.05895453311050092	0.3198950366423754
    	0.3502068330343223	0.05440639529012481	0.2958004377441975
!	0.5223119506388878	0.12887355377626264	0.39343839686262516
""""	0.5571198659118028	0.16736047768113216	0.3897593882306707
#	0.505005146626154	0.08983636473732604	0.415168781888828
$	0.3722325397009876	0.061445967178380356	0.3107865725226072
%	0.35420647373453373	0.06648812589279485	0.2877183478417389
&	0.5171968365454804	0.11032881597642363	0.4068680205690568
'	0.5436744326537006	0.13629830355316386	0.4073761291005368
's	0.5168310246578057	0.15214485891533602	0.3646861657424697
(	0.5601246164857212	0.17096051633947107	0.38916410014625014
)	0.5056850217145155	0.11446596583162161	0.39121905588289385
):	0.4893401780843126	0.11958227815418743	0.3697578999301252
*	0.6024018646623641	0.13811535457800883	0.4642865100843553
+	0.43201522008359095	0.08347783283472054	0.3485373872488704
,	0.5661363890341478	0.17982466669168318	0.3863117223424646
-	0.480235013370209	0.17458441074285802	0.305650602627351
--	0.6467710004780333	0.11275498651903837	0.5340160139589949
-/-	0.4531628974354256	0.09699493768646306	0.35616795974896254
-0.1	0.4509428093397162	0.10373530030903844	0.34720750903067776
-0.4	0.4884592395898505	0.11285956613636028	0.3755996734534902
-1	0.46182261277358805	0.10813740060186916	0.3536852121717189
-1.0	0.45387774918040136	0.10234599285555124	0.3515317563248501
-1.2	0.4968020943947984	0.11094685580121544	0.38585523859358295
-10	0.4266706573344218	0.10940968853379895	0.3172609688006228
-100	0.49916080342848157	0.14620053905683095	0.3529602643716506
-12	0.45738973714430686	0.10360139853093275	0.3537883386133741
-2	0.43822754590707325	0.09746600406897743	0.3407615418380958
-3	0.40870611712501503	0.09221615395563232	0.3164899631693827
-4	0.4538474387479944	0.11105621344171135	0.34279122530628303
-40	0.48787278077215634	0.1155147575427129	0.37235802322944345
-5	0.4764315630048448	0.11861212277446231	0.3578194402303825
-6	0.47249132924136306	0.10401505078788476	0.3684762784534783
-60	0.5608572058782137	0.12965796123508389	0.43119924464312986
-7	0.461458221462711	0.1141332631273202	0.3473249583353908
-8	0.42865375150750384	0.09661918848376105	0.3320345630237428
-80	0.5012013383034756	0.1418323217939116	0.359369016509564
-9	0.44383279989813784	0.11413620224514376	0.3296965976529941
-activated	0.5728276977511129	0.2086131040249274	0.3642145937261855
-b	0.4454243017398094	0.07017732536103882	0.3752469763787706
-binding	0.5573842078537479	0.14590205893315067	0.4114821489205972
