token	global_dist	local_dist	shift
 	0.5395621422421213	0.09513711146084158	0.4444250307812797
  	0.4634750864151034	0.08371650611426196	0.3797585803008414
   	0.41759210748030773	0.09531229614093406	0.32227981133937367
    	0.39874326178278774	0.08643196963751876	0.312311292145269
!	0.4628195450727799	0.08466889635633656	0.3781506487164433
""""	0.6248600944058322	0.20181352074487868	0.42304657366095355
#	0.49797413471186003	0.08429730962293736	0.4136768250889227
$	0.44505490405901416	0.0878152501092011	0.35723965394981305
%	0.36750220803323386	0.1110415432117885	0.25646066482144536
&	0.49746832203373126	0.12428285039434561	0.37318547163938565
'	0.4949873875634361	0.13812703647265157	0.3568603510907845
's	0.5084384114736484	0.18869253103619876	0.31974588043744967
(	0.5962989715060454	0.28974927300939024	0.30654969849665514
)	0.5446118555687021	0.134233273165132	0.41037858240357006
):	0.40903648801981984	0.09789589770382756	0.3111405903159923
*	0.5955086877592339	0.17392266357403652	0.4215860241851974
+	0.4659310904015186	0.11415525740202592	0.35177583299949267
,	0.6067145927602136	0.24178224953319416	0.3649323432270194
-	0.5795045993370487	0.24964675613337906	0.3298578432036696
--	0.7087726370225778	0.13448040309482223	0.5742922339277555
-/-	0.45958522632380483	0.11755684690759904	0.3420283794162058
-0.1	0.44404180832108653	0.11146408893909177	0.33257771938199476
-0.4	0.43233775696647614	0.108889389935108	0.32344836703136814
-1	0.5038781964438379	0.1489078282135815	0.3549703682302564
-1.0	0.4700351639954943	0.11178116947141792	0.35825399452407636
-1.2	0.46037973322397696	0.11187567672934262	0.34850405649463434
-10	0.5181169930087066	0.1640346880287945	0.3540823049799121
-100	0.6161582046941301	0.17852001828653263	0.43763818640759744
-12	0.559595047969722	0.17873224697478718	0.38086280099493486
-2	0.5079889947452946	0.1586781621936192	0.3493108325516754
-3	0.5026541460671916	0.1513667384662073	0.3512874076009843
-4	0.4994556145464557	0.14988254480140306	0.34957306974505264
-40	0.5351667158138275	0.15746779324442817	0.3776989225693993
-5	0.5217708880957737	0.16404145393893366	0.35772943415684
-6	0.5082824412380208	0.13497204704165155	0.37331039419636924
-60	0.7160497674760249	0.2648108711653302	0.4512388963106947
-7	0.5074445737006199	0.15047841753069402	0.3569661561699259
-8	0.4751306862819554	0.135254110306807	0.3398765759751484
-80	0.5500635782723028	0.17784234206232885	0.37222123620997394
-9	0.48740537045817556	0.15564421841584242	0.33176115204233314
-activated	0.479443318690143	0.13827847514903935	0.34116484354110366
-b	0.4947740746577187	0.08935330105964356	0.40542077359807516
-binding	0.6489732628444561	0.21678430914372082	0.4321889537007353
-dependent	0.6877048242654515	0.2833121334694503	0.40439269079600126
-ii	0.5207379658098963	0.10468534204409341	0.4160526237658029
-independent	0.541473892315045	0.12633407401026686	0.4151398183047781
-induced	0.5627379647242687	0.12637370359891165	0.4363642611253571
-negative	0.6417086840270865	0.22501166758362412	0.41669701644346235
.	0.6055541670450029	0.25808555846911396	0.3474686085758889
..	0.7836494563324501	0.08528302376388297	0.6983664325685671
...	0.5201602822173179	0.1130110072455639	0.407149274971754
.001	0.5399873953274938	0.2310121195666507	0.30897527576084316
/	0.5177792940843253	0.13471923514189876	0.38306005894242656
/+	0.5489807899170651	0.19388227965321791	0.3550985102638472
/-	0.5206785957246125	0.16563253690010415	0.35504605882450835
0	0.4882974776825729	0.16970154390329484	0.3185959337792781
0.00	0.5536198792666922	0.17669375361671036	0.37692612564998185
0.0001	0.5441203466636819	0.23858271338532144	0.3055376332783605
0.0002	0.5983149676150531	0.2158391351368263	0.3824758324782268
0.0003	0.6518340694378075	0.22274869784842688	0.42908537158938065
0.0005	0.6331120107379937	0.22785778315845862	0.4052542275795351
0.0006	0.6132764498677531	0.2033559730029173	0.4099204768648358
0.001	0.5968148790504262	0.26723956565526275	0.32957531339516344
0.002	0.5537791056679908	0.20137765444087774	0.3524014512271131
0.003	0.5988168631945716	0.21116488675417722	0.3876519764403944
0.004	0.6122761982297168	0.23401734915867378	0.378258849071043
0.005	0.6193586052546409	0.23809013033757598	0.38126847491706495
0.006	0.5587417714765583	0.19863814162712146	0.3601036298494369
0.007	0.6099952476596054	0.21340830910323672	0.39658693855636873
0.008	0.5724106250293932	0.20772047552826156	0.36469014950113166
0.009	0.5824551747392593	0.20816458904200086	0.3742905856972585
0.01	0.5993497746212502	0.25511061239465715	0.344239162226593
0.010	0.5898140899935231	0.20772368795549012	0.382090402038033
0.011	0.583546188659049	0.20425957467810252	0.37928661398094643
0.012	0.5672192512515719	0.20051289068246925	0.36670636056910266
0.016	0.5822424053574267	0.20076600063379824	0.3814764047236284
0.018	0.5705414437702904	0.19341754393037036	0.37712389983992
0.019	0.5817173954585666	0.214848453409333	0.3668689420492336
0.02	0.627452885606826	0.2522580077908355	0.3751948778159905
0.022	0.5710764843550669	0.2093053503375869	0.36177113401747996
0.025	0.6688373589968463	0.26223483529890534	0.4066025236979409
0.026	0.5665419127068074	0.19057409651327128	0.37596781619353614
0.028	0.5937486082098575	0.1989428989229467	0.39480570928691083
0.029	0.5867985290949036	0.19703785680191188	0.3897606722929917
0.03	0.6008585200325491	0.2442147500905547	0.3566437699419944
0.031	0.5967215254535572	0.20957032159434286	0.3871512038592143
0.034	0.5664938013509937	0.19965628824236792	0.3668375131086258
0.036	0.6208353874658255	0.22085048045125388	0.39998490701457157
0.037	0.5800129807706844	0.20303333953379832	0.3769796412368861
0.04	0.5296485671837751	0.20357893579400055	0.3260696313897745
0.041	0.5910867166894056	0.18874546486508914	0.40234125182431646
0.042	0.6328526478406519	0.23351985033794842	0.39933279750270345
0.044	0.6019385888309494	0.205985796324752	0.3959527925061974
0.045	0.6003256145472449	0.20671053688373697	0.3936150776635079
0.046	0.612301413784931	0.20207761470507024	0.41022379907986073
0.047	0.625532027676137	0.21785994275437448	0.40767208492176255
0.05	0.6031315112176427	0.2466752814661639	0.35645622975147884
0.051	0.6156811785683236	0.2198097191337408	0.3958714594345828
0.06	0.5034617042008311	0.16185525491961317	0.34160644928121797
0.07	0.5433579695434222	0.16589788214979762	0.3774600873936246
0.08	0.5072311426849997	0.15515757523743923	0.35207356744756046
0.09	0.5550525653543548	0.17415432061415315	0.3808982447402016
0.1	0.5089682238014073	0.17111794495800559	0.3378502788434017
0.10	0.5157898910728913	0.16240507679068084	0.35338481428221047
0.11	0.5171926367987913	0.16286868784931963	0.3543239489494717
0.12	0.5143990524579403	0.15607109367234318	0.3583279587855971
0.125	0.5618869269587456	0.1817526573524748	0.38013426960627084
0.13	0.528646070982721	0.16255194310647103	0.36609412787624995
0.14	0.5052019101428656	0.1534994513319926	0.35170245881087303
0.15	0.4783496497388905	0.14512433357143928	0.3332253161674512
0.16	0.49746027625741274	0.15801145056209054	0.3394488256953222
0.17	0.517600611980848	0.1499673604566536	0.36763325152419435
0.18	0.5185177601797433	0.15802016384744666	0.3604975963322966
0.19	0.516703699653134	0.15898284772119586	0.35772085193193814
0.2	0.49086012398505285	0.15991527603983813	0.3309448479452147
0.20	0.4727439813918536	0.14551624651079886	0.3272277348810547
0.21	0.5084751556718465	0.1515163529029162	0.35695880276893033
0.22	0.4981634159282724	0.1548195767439644	0.343343839184308
0.23	0.5035447152674963	0.14969804993936764	0.3538466653281287
0.24	0.5239371985545611	0.16349392269710195	0.36044327585745917
0.25	0.486330522316189	0.15582484787895634	0.33050567443723267
0.26	0.4957896569867284	0.15099225322487164	0.34479740376185675
0.27	0.5219631750998623	0.16240627795305995	0.3595568971468024
0.28	0.5075206098907596	0.15865093592342128	0.34886967396733837
0.29	0.46318160479870296	0.1358111236202898	0.32737048117841316
0.3	0.48876964090211505	0.1605253569204923	0.32824428398162275
0.30	0.5155000286501734	0.159929578324861	0.3555704503253124
0.31	0.49766598100926074	0.14531314281808327	0.35235283819117746
0.32	0.5066465338104311	0.15844163481069595	0.34820489899973517
0.33	0.5255834409421575	0.15842026216324112	0.36716317877891635
0.34	0.47576799595691754	0.14483618632294226	0.3309318096339753
0.35	0.5103041512020736	0.15608717549442674	0.3542169757076469
0.36	0.47458208799014967	0.14617863719456436	0.3284034507955853
0.37	0.5311727283019787	0.16484904296225966	0.36632368533971904
0.39	0.488635776349469	0.14489273508580514	0.34374304126366384
0.4	0.47442751084047785	0.13852648403844758	0.33590102680203027
0.40	0.5325169798427336	0.16965201714054656	0.36286496270218704
0.41	0.5071633406619716	0.1555198640948492	0.35164347656712236
0.42	0.4794116151715111	0.14087095191864452	0.3385406632528666
0.43	0.5187818721585686	0.16050418703156022	0.3582776851270084
0.44	0.5529627238293566	0.16912644848825964	0.383836275341097
0.45	0.5103649125516292	0.158522754012138	0.3518421585394912
0.46	0.4896995574240227	0.1460278552988964	0.3436717021251263
0.47	0.49789336839442677	0.15271923813408217	0.3451741302603446
0.48	0.523740804351958	0.16125949961793606	0.36248130473402196
0.49	0.5243905302745384	0.16452098059163212	0.3598695496829063
0.5	0.49504155458010446	0.16049415968570346	0.334547394894401
0.50	0.5105897851131169	0.16306005270013046	0.34752973241298646
0.51	0.5315032076143568	0.16095415138632285	0.3705490562280339
0.52	0.4499441535883436	0.13024880713697173	0.3196953464513719
0.53	0.5241425610940816	0.16186717251078242	0.3622753885832992
0.54	0.46263831944895184	0.13981061521264493	0.3228277042363069
0.55	0.519242407667573	0.16394040696558487	0.35530200070198814
0.56	0.49318494933538526	0.1468010999160484	0.34638384941933686
0.57	0.5042063299079627	0.15342399605572044	0.3507823338522422
0.58	0.48391951245044795	0.1454374462662935	0.33848206618415444
0.59	0.527829476018208	0.16234682258744437	0.3654826534307636
