disease	gene	class	score
MESH:D008105	1737	1	0.6316639184951782
MESH:D004938	6317	1	0.5810713768005371
MESH:D011471	354	1	0.5796565413475037
MESH:D001943	2064	1	0.5666907429695129
MESH:D001943	672	1	0.5656838417053223
MESH:D000310	4221	1	0.5423914790153503
MESH:D011471	23037	1	0.5411714315414429
MESH:D007562	5621	1	0.5307607054710388
MESH:D006111	7253	1	0.5220188498497009
MESH:D009765	3952	1	0.5136603713035583
MESH:D010051	672	1	0.5123884677886963
MESH:D009765	9370	1	0.5107021331787109
MESH:D003424	64127	1	0.5063295960426331
MESH:D001528	4210	1	0.4963188469409943
MESH:D010051	94025	1	0.4949894845485687
MESH:D003924	3898	1	0.4918202161788941
MESH:D000740	2056	1	0.4889173209667206
MESH:D003924	3630	1	0.4878381192684174
MESH:D007680	5546	1	0.4874231517314911
MESH:D003924	2645	1	0.4866461455821991
MESH:D009765	3630	1	0.484862744808197
MESH:D001471	1045	1	0.4848483204841614
MESH:D011471	9520	0	0.4832621216773987
MESH:D011471	367	1	0.483164131641388
MESH:D001943	675	1	0.4827479422092438
MESH:D050197	7941	1	0.4824600219726562
MESH:D012559	84062	1	0.4819636940956116
MESH:D001289	1815	1	0.473470002412796
MESH:D001943	2099	1	0.4734466373920441
MESH:D013274	1045	1	0.4731477499008178
MESH:D010190	4221	1	0.4714741110801697
MESH:D012559	27185	1	0.4703271687030792
MESH:D000544	351	1	0.4697872400283814
MESH:D011471	2346	1	0.4691640734672546
MESH:D011085	9370	1	0.468873918056488
MESH:D013274	2520	1	0.4682757258415222
MESH:D009373	6657	1	0.4672291576862335
MESH:D009765	79068	1	0.4641177952289581
MESH:D011085	3952	1	0.4622417688369751
MESH:D013167	3106	1	0.4611551761627197
MESH:D050197	4018	1	0.4602045118808746
MESH:D007680	7428	1	0.4601367712020874
MESH:D003110	1045	1	0.459670901298523
MESH:D009765	56729	1	0.4593533575534821
MESH:D002311	6331	1	0.4587786793708801
MESH:D011085	6462	1	0.4586772322654724
MESH:D003922	3898	1	0.4586632549762726
MESH:D003922	3630	1	0.4585478603839874
MESH:D010051	2064	1	0.458368331193924
MESH:D006111	7038	1	0.4565331041812897
MESH:D011471	2064	1	0.4558502733707428
MESH:D011085	56729	1	0.4549655020236969
MESH:D008577	4771	1	0.4547114968299866
MESH:D008545	8190	1	0.4545646607875824
MESH:D003924	9370	1	0.4540575444698334
MESH:D050197	4973	1	0.4529670476913452
MESH:D001289	6531	1	0.452205091714859
MESH:D008545	2064	1	0.4507119357585907
MESH:D002446	7052	1	0.4491510391235352
MESH:D005922	64151	1	0.4487026631832123
MESH:D008180	3663	1	0.4483613669872284
MESH:D019337	1440	1	0.44803810119628906
MESH:D009765	10135	1	0.4474546611309052
MESH:D053713	1617	1	0.4473990499973297
MESH:D001172	3106	1	0.4473584592342377
MESH:D012559	6531	1	0.4444143176078797
MESH:D003924	6927	1	0.4433988034725189
MESH:D008180	3106	0	0.4433256089687347
MESH:D001321	4204	1	0.443318635225296
MESH:D007680	7490	1	0.4425041973590851
MESH:D012559	3356	1	0.44242978096008295
MESH:D001943	1956	1	0.4419356882572174
MESH:D009765	2167	1	0.4417988359928131
MESH:D011085	3630	1	0.4412443935871124
MESH:D019337	2322	1	0.4399228692054749
MESH:D008654	10232	1	0.4393980205059052
MESH:D011085	10135	1	0.43794816732406616
MESH:D013274	4583	1	0.43736761808395386
MESH:D003424	149233	1	0.435902863740921
MESH:D012559	1813	1	0.4330048859119415
MESH:D003876	2312	1	0.4320996999740601
MESH:D009103	3456	1	0.4305465519428253
MESH:D009373	79923	1	0.4304706156253815
MESH:D003110	4583	1	0.43024688959121693
MESH:D024821	2167	1	0.4301012754440308
MESH:D015535	3106	1	0.42991703748703
MESH:D008180	3123	1	0.4296581447124481
MESH:D000163	920	1	0.4291765987873077
MESH:D010051	675	1	0.4280175566673279
MESH:D013274	7031	1	0.4263332188129425
MESH:D009103	4340	1	0.4252326190471649
MESH:D013274	1029	1	0.4250273704528809
MESH:D013274	999	1	0.4243161082267761
MESH:D001172	8600	1	0.4243114292621613
MESH:D050197	1071	1	0.4242876768112183
MESH:D024821	9370	1	0.4229058623313904
MESH:D005910	4255	1	0.42279189825057983
MESH:D006973	8991	1	0.4227297902107239
MESH:D011085	1586	1	0.4216733276844025
MESH:D008180	5657	1	0.42080315947532654
MESH:D011471	672	1	0.42003554105758667
MESH:D006973	1636	1	0.4199239909648895
MESH:D054990	6441	1	0.4194543659687042
MESH:D001172	7124	1	0.4193790555000305
MESH:D011085	6822	1	0.4192522764205933
MESH:D010190	2520	1	0.4192160665988922
MESH:D001528	3106	1	0.4192151427268982
MESH:D011471	4824	1	0.4191818237304688
MESH:D001749	2950	1	0.4189291000366211
MESH:D009217	79058	1	0.4176735579967499
MESH:D001749	1029	1	0.4167287051677704
MESH:D003424	55054	1	0.4166389703750609
MESH:D003424	9231	1	0.4164254665374756
MESH:D007889	5241	1	0.4149305820465088
MESH:D001172	3123	1	0.4147822260856629
MESH:D050197	3949	1	0.4146730601787567
MESH:D008545	6490	1	0.4146690964698792
MESH:D005923	4868	1	0.4142864346504211
MESH:D009290	3060	1	0.4141172468662262
MESH:D016584	5754	1	0.4139939844608307
MESH:D009765	4160	1	0.4139828979969025
MESH:D016640	2645	1	0.41358256340026855
MESH:D008180	10673	1	0.4133841693401337
MESH:D010051	2099	1	0.4130096733570099
MESH:D008180	6737	1	0.4129977524280548
MESH:D000544	348	1	0.4128138720989227
MESH:D010190	4233	1	0.41255798935890203
MESH:D015535	3605	1	0.4122389256954193
MESH:D001289	1813	1	0.4114803075790405
MESH:D008180	712	1	0.4111075699329376
MESH:D001471	1029	1	0.4099040925502777
MESH:D012559	121278	1	0.4098038375377655
MESH:D003093	64127	1	0.40930232405662537
MESH:D005901	4653	1	0.4092058837413788
MESH:D001943	5241	1	0.4091900885105133
MESH:D001172	5657	1	0.4090263247489929
MESH:D008545	1029	1	0.4086624681949616
MESH:D008180	3606	1	0.408483237028122
MESH:D008180	1493	1	0.4083171188831329
MESH:D008545	7299	1	0.4080912172794342
MESH:D050197	4982	1	0.408001720905304
MESH:D011085	2492	1	0.4078232645988464
