disease	gene	class	score
MESH:D015209	4485	1	0.694460928440094
MESH:D013167	3106	1	0.6755675673484802
MESH:D001471	1642	0	0.6704279184341431
MESH:D008479	146059	0	0.6636414527893066
MESH:D001471	5970	1	0.6590862274169922
MESH:D001471	1029	1	0.6533365845680237
MESH:D017202	3033	1	0.6479364037513733
MESH:D017202	1585	1	0.6262609958648682
MESH:D017202	8764	1	0.6242834329605103
MESH:D015209	1612	0	0.6213011741638184
MESH:D001471	3676	0	0.6139940023422241
MESH:D013167	56246	1	0.6130314469337463
MESH:D001471	6319	0	0.6122412085533142
MESH:D017202	1385	1	0.6035311222076416
MESH:D017202	7062	0	0.6024245023727417
MESH:D001471	1045	1	0.5945631265640259
MESH:D017202	4192	1	0.5791574120521545
MESH:D017202	6595	0	0.5776287913322449
MESH:D001650	54474	1	0.5773769617080688
MESH:D014820	596	0	0.5759809613227844
MESH:D017202	581	1	0.5724223852157593
MESH:D017202	3030	1	0.5720599293708801
MESH:D017202	821	1	0.571874737739563
MESH:D017202	596	1	0.568924069404602
MESH:D014820	1656	1	0.5689212083816528
MESH:D005134	6524	0	0.5676772594451904
MESH:D017202	8517	0	0.5665719509124756
MESH:D001471	2294	1	0.5632215738296509
MESH:D017202	4524	1	0.5623219609260559
MESH:D017202	1827	0	0.5611655116081238
MESH:D017202	3383	1	0.5604519844055176
MESH:D001471	9536	1	0.5585065484046936
MESH:D017202	3596	0	0.5557836294174194
MESH:D017202	2064	0	0.5551060438156128
MESH:D017202	2064	0	0.5551060438156128
MESH:D001471	5743	1	0.5542688369750977
MESH:D014820	671	0	0.5487059354782104
MESH:D017202	2920	1	0.5486571192741394
MESH:D001471	8856	1	0.5473728775978088
MESH:D017202	817	1	0.5466505289077759
MESH:D017202	1535	1	0.5453975200653076
MESH:D001471	10461	0	0.5452593564987183
MESH:D017202	6424	1	0.5440067052841187
MESH:D017202	5019	0	0.5432629585266113
MESH:D017202	8643	0	0.5432173609733582
MESH:D017202	1490	1	0.5419888496398926
MESH:D017202	572	0	0.5417344570159912
MESH:D017202	1612	0	0.5410988330841064
MESH:D017202	4179	0	0.5405664443969727
MESH:D017202	1410	1	0.5395305156707764
MESH:D017202	1015	0	0.53892982006073
MESH:D001650	4524	0	0.5372994542121887
MESH:D017202	5534	1	0.5366590023040771
MESH:D017202	7099	0	0.5355160236358643
MESH:D017202	1159	1	0.5333398580551147
MESH:D017202	7124	1	0.5331577062606812
MESH:D017202	6641	0	0.5317755341529846
MESH:D017202	1812	0	0.5303254127502441
MESH:D017202	7379	0	0.5294225215911865
MESH:D017202	948	1	0.5287764072418213
MESH:D017202	6701	0	0.5263186097145081
MESH:D000163	5002	0	0.5258314609527588
MESH:D017202	5209	1	0.5254513025283813
MESH:D017202	7804	1	0.525238573551178
MESH:D014820	6503	1	0.5244185924530029
MESH:D003922	3630	1	0.5242755413055421
MESH:D015209	2806	1	0.5240200161933899
MESH:D017202	26227	0	0.5232698321342468
MESH:D017202	2982	1	0.5226792097091675
MESH:D017202	2879	1	0.5204688310623169
MESH:D017202	1232	1	0.5194912552833557
MESH:D001650	10732	1	0.5194891691207886
MESH:D017202	1843	1	0.5185891389846802
MESH:D017202	5245	0	0.5184984803199768
MESH:D001650	1839	0	0.5184290409088135
MESH:D017202	909	1	0.5182210803031921
MESH:D017202	1375	1	0.5162596702575684
MESH:D014820	5144	0	0.5160382390022278
MESH:D005134	6687	0	0.5131683349609375
MESH:D006111	7038	1	0.5121642351150513
MESH:D001650	2064	1	0.5111992359161377
MESH:D017202	2932	1	0.5094003081321716
MESH:D017202	5350	1	0.5091747045516968
MESH:D000163	7421	0	0.5082018971443176
MESH:D001471	673	0	0.5072279572486877
MESH:D017202	10763	0	0.5069720745086671
MESH:D017202	1462	1	0.5061730146408081
MESH:D017202	959	1	0.5054428577423096
MESH:D024821	4916	0	0.5053955912590027
MESH:D017202	1029	0	0.5041146874427795
MESH:D014820	1235	1	0.5020668506622314
MESH:D005134	2064	0	0.5017630457878113
MESH:D024821	6392	0	0.5017250180244446
MESH:D014820	3559	1	0.5014011859893799
MESH:D005134	1902	0	0.5012379288673401
MESH:D017202	1649	0	0.5012056827545166
MESH:D014820	1052	0	0.500918447971344
MESH:D017202	836	1	0.5005835890769958
MESH:D011085	2796	1	0.5005282759666443
MESH:D007037	7200	1	0.5001299977302551
MESH:D017202	471	0	0.5000211596488953
MESH:D017202	79924	1	0.4999859929084778
MESH:D005134	4609	1	0.4996088743209839
MESH:D017202	5058	0	0.4989368915557861
MESH:D017202	23294	1	0.4986335635185242
MESH:D017202	4314	1	0.4985146820545197
MESH:D001471	2643	0	0.4983966946601868
MESH:D024821	4524	0	0.4964067339897156
MESH:D024821	4524	0	0.4964067339897156
MESH:D017202	2729	1	0.4949740767478943
MESH:D017202	6696	0	0.4947670698165894
MESH:D017202	3845	0	0.494498610496521
MESH:D017202	1269	0	0.494189590215683
MESH:D017202	2155	1	0.4924996495246887
MESH:D001528	3106	1	0.4923741817474365
MESH:D006973	5972	1	0.4920807182788849
MESH:D017202	1906	1	0.4914831519126892
MESH:D017202	27020	1	0.4910871386528015
MESH:D017202	3855	0	0.4904905557632446
MESH:D017202	2322	0	0.4904786348342896
MESH:D001650	1029	0	0.4899979829788208
MESH:D017202	1907	1	0.4894288778305054
MESH:D007037	6906	1	0.4891089797019959
MESH:D016584	4358	0	0.4890938997268677
MESH:D017202	6648	1	0.4889452755451202
MESH:D016584	948	0	0.4879681766033173
MESH:D000163	7153	0	0.4878734052181244
MESH:D001943	2099	1	0.4871013760566712
MESH:D014820	7306	1	0.4870857894420624
MESH:D002446	1232	1	0.4870508909225464
MESH:D005134	1026	1	0.4860498309135437
MESH:D017202	7538	1	0.4846459329128266
MESH:D008479	5770	1	0.4838894307613373
MESH:D017202	3606	1	0.4836175441741944
MESH:D005134	3398	1	0.4831847846508026
MESH:D017202	1366	0	0.4818926453590393
MESH:D017202	1789	0	0.4812360405921936
MESH:D017202	1789	0	0.4812360405921936
MESH:D008180	3106	0	0.4809132516384125
MESH:D017202	5371	0	0.4804357886314392
MESH:D011085	5617	1	0.4803546965122223
